Notes,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths,ID
,"Chester County, PA",42029.0,2018.0,2018.0,357.0,522046.0,68.3848,61.2909,75.4786,3.6193,0.0332%,respiratory
,"Chester County, PA",42029.0,2019.0,2019.0,373.0,524989.0,71.0491,63.8387,78.2595,3.6788,0.0347%,respiratory
,"Chester County, PA",42029.0,2020.0,2020.0,358.0,526759.0,67.9628,60.9226,75.003,3.5919,0.0333%,respiratory
,"Chester County, PA",42029.0,2021.0,2021.0,289.0,538649.0,53.6527,47.4669,59.8386,3.156,0.0269%,respiratory
,"Clarion County, PA",42031.0,2018.0,2018.0,45.0,38779.0,116.0422,84.6423,155.2737,17.2985,0.0042%,respiratory
,"Clarion County, PA",42031.0,2019.0,2019.0,42.0,38438.0,109.2669,78.7497,147.6971,16.8602,0.0039%,respiratory
,"Clarion County, PA",42031.0,2020.0,2020.0,46.0,38305.0,120.0888,87.9206,160.1816,17.7061,0.0043%,respiratory
,"Clarion County, PA",42031.0,2021.0,2021.0,37.0,37156.0,99.5801,70.1134,137.2583,16.3709,0.0034%,respiratory
,"Clearfield County, PA",42033.0,2018.0,2018.0,103.0,79388.0,129.7425,104.6861,154.799,12.7839,0.0096%,respiratory
,"Clearfield County, PA",42033.0,2019.0,2019.0,101.0,79255.0,127.4368,102.5831,152.2904,12.6804,0.0094%,respiratory
,"Clearfield County, PA",42033.0,2020.0,2020.0,85.0,78612.0,108.1260,86.3667,133.6999,11.7279,0.0079%,respiratory
,"Clearfield County, PA",42033.0,2021.0,2021.0,110.0,80082.0,137.3592,111.6897,163.0287,13.0967,0.0102%,respiratory
,"Clinton County, PA",42035.0,2018.0,2018.0,45.0,38684.0,116.3272,84.8502,155.6551,17.341,0.0042%,respiratory
,"Clinton County, PA",42035.0,2019.0,2019.0,35.0,38632.0,90.5985,63.1055,126.0007,15.3139,0.0033%,respiratory
,"Clinton County, PA",42035.0,2020.0,2020.0,37.0,37957.0,97.4787,68.6338,134.3618,16.0254,0.0034%,respiratory
,"Clinton County, PA",42035.0,2021.0,2021.0,38.0,37465.0,101.4280,71.7765,139.218,16.4538,0.0035%,respiratory
,"Columbia County, PA",42037.0,2018.0,2018.0,71.0,65456.0,108.4698,84.716,136.8195,12.873,0.0066%,respiratory
,"Columbia County, PA",42037.0,2019.0,2019.0,65.0,64964.0,100.0554,77.2208,127.5286,12.4103,0.0060%,respiratory
,"Columbia County, PA",42037.0,2020.0,2020.0,62.0,64842.0,95.6170,73.3086,122.5763,12.1434,0.0058%,respiratory
,"Columbia County, PA",42037.0,2021.0,2021.0,53.0,64872.0,81.6993,61.1985,106.8644,11.2223,0.0049%,respiratory
,"Crawford County, PA",42039.0,2018.0,2018.0,125.0,85063.0,146.9499,121.1885,172.7114,13.1436,0.0116%,respiratory
,"Crawford County, PA",42039.0,2019.0,2019.0,110.0,84629.0,129.9791,105.6888,154.2694,12.393,0.0102%,respiratory
,"Crawford County, PA",42039.0,2020.0,2020.0,116.0,83697.0,138.5952,113.3734,163.8169,12.8682,0.0108%,respiratory
,"Crawford County, PA",42039.0,2021.0,2021.0,103.0,83351.0,123.5738,99.7087,147.4389,12.1761,0.0096%,respiratory
,"Cumberland County, PA",42041.0,2018.0,2018.0,265.0,251423.0,105.4001,92.7097,118.0904,6.4747,0.0247%,respiratory
,"Cumberland County, PA",42041.0,2019.0,2019.0,226.0,253370.0,89.1976,77.5683,100.827,5.9333,0.0210%,respiratory
,"Cumberland County, PA",42041.0,2020.0,2020.0,200.0,255857.0,78.1687,67.335,89.0023,5.5274,0.0186%,respiratory
,"Cumberland County, PA",42041.0,2021.0,2021.0,176.0,262919.0,66.9408,57.0509,76.8306,5.0459,0.0164%,respiratory
,"Dauphin County, PA",42043.0,2018.0,2018.0,212.0,277097.0,76.5075,66.2086,86.8064,5.2546,0.0197%,respiratory
,"Dauphin County, PA",42043.0,2019.0,2019.0,219.0,278299.0,78.6923,68.27,89.1147,5.3175,0.0204%,respiratory
,"Dauphin County, PA",42043.0,2020.0,2020.0,218.0,279874.0,77.8922,67.5522,88.2322,5.2755,0.0203%,respiratory
,"Dauphin County, PA",42043.0,2021.0,2021.0,203.0,287400.0,70.6333,60.9166,80.3499,4.9575,0.0189%,respiratory
,"Delaware County, PA",42045.0,2018.0,2018.0,569.0,564751.0,100.7524,92.4738,109.0309,4.2238,0.0529%,respiratory
,"Delaware County, PA",42045.0,2019.0,2019.0,555.0,566747.0,97.9273,89.78,106.0746,4.1568,0.0516%,respiratory
,"Delaware County, PA",42045.0,2020.0,2020.0,520.0,566753.0,91.7507,83.8646,99.6369,4.0235,0.0484%,respiratory
,"Delaware County, PA",42045.0,2021.0,2021.0,451.0,573849.0,78.5921,71.3386,85.8456,3.7008,0.0420%,respiratory
,"Elk County, PA",42047.0,2018.0,2018.0,32.0,30169.0,106.0691,72.5513,149.7378,18.7506,0.0030%,respiratory
,"Elk County, PA",42047.0,2019.0,2019.0,29.0,29910.0,96.9575,64.9344,139.2475,18.0046,0.0027%,respiratory
,"Elk County, PA",42047.0,2020.0,2020.0,27.0,29607.0,91.1946,60.0982,132.6837,17.5504,0.0025%,respiratory
,"Elk County, PA",42047.0,2021.0,2021.0,39.0,30783.0,126.6933,90.0916,173.1935,20.2872,0.0036%,respiratory
,"Erie County, PA",42049.0,2018.0,2018.0,302.0,272061.0,111.0045,98.4848,123.5242,6.3876,0.0281%,respiratory
,"Erie County, PA",42049.0,2019.0,2019.0,289.0,269728.0,107.1450,94.7918,119.4982,6.3026,0.0269%,respiratory
,"Erie County, PA",42049.0,2020.0,2020.0,324.0,268426.0,120.7037,107.5604,133.8469,6.7058,0.0301%,respiratory
,"Erie County, PA",42049.0,2021.0,2021.0,267.0,269011.0,99.2524,87.3471,111.1578,6.0742,0.0248%,respiratory
,"Fayette County, PA",42051.0,2018.0,2018.0,196.0,130441.0,150.2595,129.2232,171.2958,10.7328,0.0182%,respiratory
,"Fayette County, PA",42051.0,2019.0,2019.0,185.0,129274.0,143.1069,122.4849,163.7289,10.5214,0.0172%,respiratory
,"Fayette County, PA",42051.0,2020.0,2020.0,183.0,128126.0,142.8282,122.1342,163.5221,10.5582,0.0170%,respiratory
,"Fayette County, PA",42051.0,2021.0,2021.0,190.0,126931.0,149.6876,128.403,170.9722,10.8595,0.0177%,respiratory
,"Forest County, PA",42053.0,2018.0,2018.0,12.0,7279.0,Unreliable,85.1837,287.9736,47.5904,0.0011%,respiratory
,"Forest County, PA",42053.0,2019.0,2019.0,14.0,7247.0,Unreliable,105.6153,324.1289,51.6304,0.0013%,respiratory
,"Forest County, PA",42053.0,2020.0,2020.0,10.0,6965.0,Unreliable,68.85,264.0402,45.4024,0.0009%,respiratory
,"Franklin County, PA",42055.0,2018.0,2018.0,148.0,154835.0,95.5856,80.1857,110.9855,7.8571,0.0138%,respiratory
,"Franklin County, PA",42055.0,2019.0,2019.0,128.0,155027.0,82.5663,68.2624,96.8701,7.2979,0.0119%,respiratory
,"Franklin County, PA",42055.0,2020.0,2020.0,160.0,155637.0,102.8033,86.8738,118.7329,8.1273,0.0149%,respiratory
,"Franklin County, PA",42055.0,2021.0,2021.0,147.0,156289.0,94.0565,78.8515,109.2615,7.7577,0.0137%,respiratory
,"Fulton County, PA",42057.0,2018.0,2018.0,14.0,14523.0,Unreliable,52.7022,161.7408,25.7637,0.0013%,respiratory
,"Fulton County, PA",42057.0,2020.0,2020.0,13.0,14501.0,Unreliable,47.7345,153.3025,24.8642,0.0012%,respiratory
,"Fulton County, PA",42057.0,2021.0,2021.0,25.0,14523.0,172.1407,111.4009,254.1142,34.4281,0.0023%,respiratory
,"Greene County, PA",42059.0,2018.0,2018.0,62.0,36506.0,169.8351,130.2109,217.7201,21.5691,0.0058%,respiratory
,"Greene County, PA",42059.0,2019.0,2019.0,52.0,36233.0,143.5156,107.1846,188.202,19.902,0.0048%,respiratory
,"Greene County, PA",42059.0,2020.0,2020.0,47.0,35621.0,131.9446,96.9476,175.4587,19.2461,0.0044%,respiratory
,"Greene County, PA",42059.0,2021.0,2021.0,34.0,35369.0,96.1294,66.5725,134.3312,16.4861,0.0032%,respiratory
,"Huntingdon County, PA",42061.0,2018.0,2018.0,60.0,45168.0,132.8374,101.3696,170.9883,17.1492,0.0056%,respiratory
,"Huntingdon County, PA",42061.0,2019.0,2019.0,57.0,45144.0,126.2626,95.6301,163.5884,16.7239,0.0053%,respiratory
,"Huntingdon County, PA",42061.0,2020.0,2020.0,48.0,44590.0,107.6475,79.3706,142.7244,15.5376,0.0045%,respiratory
,"Huntingdon County, PA",42061.0,2021.0,2021.0,52.0,43889.0,118.4807,88.4873,155.3721,16.4303,0.0048%,respiratory
,"Indiana County, PA",42063.0,2018.0,2018.0,88.0,84501.0,104.1408,83.524,128.3046,11.1014,0.0082%,respiratory
,"Indiana County, PA",42063.0,2019.0,2019.0,94.0,84073.0,111.8076,90.3517,136.8245,11.5321,0.0087%,respiratory
,"Indiana County, PA",42063.0,2020.0,2020.0,88.0,83664.0,105.1826,84.3596,129.5882,11.2125,0.0082%,respiratory
,"Indiana County, PA",42063.0,2021.0,2021.0,89.0,82886.0,107.3764,86.2318,132.1363,11.3819,0.0083%,respiratory
,"Jefferson County, PA",42065.0,2018.0,2018.0,65.0,43641.0,148.9425,114.9508,189.8391,18.474,0.0060%,respiratory
,"Jefferson County, PA",42065.0,2019.0,2019.0,46.0,43425.0,105.9298,77.5544,141.2955,15.6185,0.0043%,respiratory
,"Jefferson County, PA",42065.0,2020.0,2020.0,54.0,43108.0,125.2668,94.1042,163.4456,17.0466,0.0050%,respiratory
,"Jefferson County, PA",42065.0,2021.0,2021.0,60.0,44114.0,136.0112,103.7915,175.0737,17.559,0.0056%,respiratory
,"Juniata County, PA",42067.0,2018.0,2018.0,19.0,24704.0,Unreliable,46.3056,120.1052,17.6445,0.0018%,respiratory
,"Juniata County, PA",42067.0,2019.0,2019.0,23.0,24763.0,92.8805,58.8779,139.3663,19.3669,0.0021%,respiratory
,"Juniata County, PA",42067.0,2020.0,2020.0,26.0,24619.0,105.6095,68.9873,154.7422,20.7117,0.0024%,respiratory
,"Juniata County, PA",42067.0,2021.0,2021.0,26.0,23297.0,111.6024,72.902,163.5231,21.887,0.0024%,respiratory
,"Lackawanna County, PA",42069.0,2018.0,2018.0,242.0,210793.0,114.8046,100.3399,129.2692,7.3799,0.0225%,respiratory
,"Lackawanna County, PA",42069.0,2019.0,2019.0,248.0,209674.0,118.2789,103.5579,132.9999,7.5107,0.0231%,respiratory
,"Lackawanna County, PA",42069.0,2020.0,2020.0,259.0,208989.0,123.9300,108.8367,139.0232,7.7006,0.0241%,respiratory
,"Lackawanna County, PA",42069.0,2021.0,2021.0,230.0,215663.0,106.6479,92.8649,120.4309,7.0322,0.0214%,respiratory
,"Lancaster County, PA",42071.0,2018.0,2018.0,431.0,543557.0,79.2925,71.8065,86.7785,3.8194,0.0401%,respiratory
,"Lancaster County, PA",42071.0,2019.0,2019.0,418.0,545724.0,76.5955,69.2525,83.9385,3.7464,0.0389%,respiratory
,"Lancaster County, PA",42071.0,2020.0,2020.0,407.0,546192.0,74.5159,67.2764,81.7554,3.6936,0.0379%,respiratory
,"Lancaster County, PA",42071.0,2021.0,2021.0,364.0,553652.0,65.7453,58.9911,72.4994,3.446,0.0339%,respiratory
,"Lawrence County, PA",42073.0,2018.0,2018.0,120.0,86184.0,139.2370,114.3243,164.1496,12.7105,0.0112%,respiratory
,"Lawrence County, PA",42073.0,2019.0,2019.0,119.0,85512.0,139.1618,114.1582,164.1654,12.7569,0.0111%,respiratory
,"Lawrence County, PA",42073.0,2020.0,2020.0,122.0,85083.0,143.3894,117.9449,168.8339,12.9819,0.0113%,respiratory
,"Lawrence County, PA",42073.0,2021.0,2021.0,96.0,85497.0,112.2846,90.9506,137.1186,11.46,0.0089%,respiratory
,"Lebanon County, PA",42075.0,2018.0,2018.0,166.0,141314.0,117.4689,99.5989,135.3389,9.1174,0.0154%,respiratory
,"Lebanon County, PA",42075.0,2019.0,2019.0,161.0,141793.0,113.5458,96.0064,131.0852,8.9487,0.0150%,respiratory
,"Lebanon County, PA",42075.0,2020.0,2020.0,136.0,141663.0,96.0025,79.8675,112.1375,8.2321,0.0127%,respiratory
,"Lebanon County, PA",42075.0,2021.0,2021.0,133.0,143493.0,92.6874,76.9349,108.44,8.037,0.0124%,respiratory
,"Lehigh County, PA",42077.0,2018.0,2018.0,279.0,368100.0,75.7946,66.9007,84.6885,4.5377,0.0260%,respiratory
,"Lehigh County, PA",42077.0,2019.0,2019.0,255.0,369318.0,69.0462,60.5715,77.5209,4.3238,0.0237%,respiratory
,"Lehigh County, PA",42077.0,2020.0,2020.0,222.0,370802.0,59.8702,51.9945,67.746,4.0182,0.0207%,respiratory
,"Lehigh County, PA",42077.0,2021.0,2021.0,219.0,375539.0,58.3162,50.5925,66.0398,3.9406,0.0204%,respiratory
,"Luzerne County, PA",42079.0,2018.0,2018.0,374.0,317646.0,117.7411,105.8082,129.6741,6.0882,0.0348%,respiratory
,"Luzerne County, PA",42079.0,2019.0,2019.0,351.0,317417.0,110.5801,99.0115,122.1487,5.9023,0.0327%,respiratory
,"Luzerne County, PA",42079.0,2020.0,2020.0,352.0,316982.0,111.0473,99.4464,122.6482,5.9188,0.0327%,respiratory
,"Luzerne County, PA",42079.0,2021.0,2021.0,288.0,326053.0,88.3292,78.1277,98.5307,5.2048,0.0268%,respiratory
,"Lycoming County, PA",42081.0,2018.0,2018.0,121.0,113664.0,106.4541,87.4859,125.4223,9.6776,0.0113%,respiratory
,"Lycoming County, PA",42081.0,2019.0,2019.0,141.0,113299.0,124.4495,103.9076,144.9913,10.4805,0.0131%,respiratory
,"Lycoming County, PA",42081.0,2020.0,2020.0,125.0,113209.0,110.4152,91.0586,129.7719,9.8758,0.0116%,respiratory
,"Lycoming County, PA",42081.0,2021.0,2021.0,120.0,113605.0,105.6292,86.7297,124.5286,9.6426,0.0112%,respiratory
,"Mc Kean County, PA",42083.0,2018.0,2018.0,63.0,40968.0,153.7786,118.1681,196.7489,19.3743,0.0059%,respiratory
,"Mc Kean County, PA",42083.0,2019.0,2019.0,67.0,40625.0,164.9231,127.8137,209.4457,20.1486,0.0062%,respiratory
,"Mc Kean County, PA",42083.0,2020.0,2020.0,47.0,40333.0,116.5299,85.6215,154.9603,16.9976,0.0044%,respiratory
,"Mc Kean County, PA",42083.0,2021.0,2021.0,59.0,39941.0,147.7179,112.4502,190.5457,19.2312,0.0055%,respiratory
,"Mercer County, PA",42085.0,2018.0,2018.0,170.0,110683.0,153.5918,130.5031,176.6805,11.78,0.0158%,respiratory
,"Mercer County, PA",42085.0,2019.0,2019.0,147.0,109424.0,134.3398,112.6227,156.0569,11.0802,0.0137%,respiratory
,"Mercer County, PA",42085.0,2020.0,2020.0,130.0,108545.0,119.7660,99.1778,140.3542,10.5042,0.0121%,respiratory
,"Mercer County, PA",42085.0,2021.0,2021.0,138.0,109972.0,125.4865,104.5495,146.4234,10.6821,0.0128%,respiratory
,"Mifflin County, PA",42087.0,2018.0,2018.0,69.0,46222.0,149.2796,116.1485,188.9222,17.9711,0.0064%,respiratory
,"Mifflin County, PA",42087.0,2019.0,2019.0,70.0,46138.0,151.7188,118.2724,191.6875,18.1339,0.0065%,respiratory
,"Mifflin County, PA",42087.0,2020.0,2020.0,68.0,46064.0,147.6207,114.6334,187.1447,17.9016,0.0063%,respiratory
,"Mifflin County, PA",42087.0,2021.0,2021.0,46.0,46136.0,99.7052,72.9972,132.9928,14.7007,0.0043%,respiratory
,"Monroe County, PA",42089.0,2018.0,2018.0,133.0,169507.0,78.4628,65.1278,91.7979,6.8036,0.0124%,respiratory
,"Monroe County, PA",42089.0,2019.0,2019.0,130.0,170271.0,76.3489,63.2242,89.4735,6.6962,0.0121%,respiratory
,"Monroe County, PA",42089.0,2020.0,2020.0,132.0,170154.0,77.5768,64.3425,90.8111,6.7522,0.0123%,respiratory
,"Monroe County, PA",42089.0,2021.0,2021.0,136.0,169273.0,80.3436,66.8404,93.8468,6.8894,0.0127%,respiratory
,"Montgomery County, PA",42091.0,2018.0,2018.0,711.0,828604.0,85.8070,79.4997,92.1143,3.218,0.0661%,respiratory
,"Montgomery County, PA",42091.0,2019.0,2019.0,675.0,830915.0,81.2357,75.1073,87.3642,3.1268,0.0628%,respiratory
,"Montgomery County, PA",42091.0,2020.0,2020.0,624.0,833869.0,74.8319,68.9604,80.7034,2.9957,0.0580%,respiratory
,"Montgomery County, PA",42091.0,2021.0,2021.0,560.0,860578.0,65.0725,59.6829,70.4622,2.7498,0.0521%,respiratory
,"Montour County, PA",42093.0,2018.0,2018.0,26.0,18240.0,142.5439,93.1139,208.8595,27.9552,0.0024%,respiratory
,"Montour County, PA",42093.0,2019.0,2019.0,27.0,18230.0,148.1075,97.6043,215.489,28.5033,0.0025%,respiratory
,"Montour County, PA",42093.0,2020.0,2020.0,16.0,18042.0,Unreliable,50.6897,144.0142,22.1705,0.0015%,respiratory
,"Montour County, PA",42093.0,2021.0,2021.0,19.0,18087.0,Unreliable,63.2461,164.0448,24.0996,0.0018%,respiratory
,"Northampton County, PA",42095.0,2018.0,2018.0,276.0,304807.0,90.5491,79.8663,101.2319,5.4504,0.0257%,respiratory
,"Northampton County, PA",42095.0,2019.0,2019.0,266.0,305285.0,87.1317,76.6606,97.6028,5.3424,0.0247%,respiratory
,"Northampton County, PA",42095.0,2020.0,2020.0,228.0,305892.0,74.5361,64.861,84.2112,4.9363,0.0212%,respiratory
,"Northampton County, PA",42095.0,2021.0,2021.0,211.0,313628.0,67.2772,58.1993,76.355,4.6316,0.0196%,respiratory
,"Northumberland County, PA",42097.0,2018.0,2018.0,112.0,91083.0,122.9648,100.1914,145.7382,11.6191,0.0104%,respiratory
,"Northumberland County, PA",42097.0,2019.0,2019.0,119.0,90843.0,130.9952,107.4589,154.5315,12.0083,0.0111%,respiratory
,"Northumberland County, PA",42097.0,2020.0,2020.0,94.0,90258.0,104.1459,84.1603,127.4485,10.7418,0.0087%,respiratory
,"Northumberland County, PA",42097.0,2021.0,2021.0,79.0,91266.0,86.5602,68.5305,107.8799,9.7388,0.0073%,respiratory
,"Perry County, PA",42099.0,2018.0,2018.0,52.0,46139.0,112.7029,84.1722,147.7952,15.6291,0.0048%,respiratory
,"Perry County, PA",42099.0,2019.0,2019.0,42.0,46272.0,90.7676,65.4171,122.6915,14.0058,0.0039%,respiratory
,"Perry County, PA",42099.0,2020.0,2020.0,44.0,46212.0,95.2134,69.182,127.8192,14.354,0.0041%,respiratory
,"Perry County, PA",42099.0,2021.0,2021.0,36.0,45986.0,78.2847,54.8298,108.3789,13.0474,0.0033%,respiratory
,"Philadelphia County, PA",42101.0,2018.0,2018.0,1163.0,1584138.0,73.4153,69.1959,77.6347,2.1528,0.1082%,respiratory
,"Philadelphia County, PA",42101.0,2019.0,2019.0,1072.0,1584064.0,67.6740,63.6229,71.7252,2.0669,0.0997%,respiratory
,"Philadelphia County, PA",42101.0,2020.0,2020.0,1163.0,1578487.0,73.6781,69.4436,77.9127,2.1605,0.1082%,respiratory
,"Philadelphia County, PA",42101.0,2021.0,2021.0,1073.0,1576251.0,68.0729,63.9998,72.1461,2.0781,0.0998%,respiratory
,"Pike County, PA",42103.0,2018.0,2018.0,51.0,55933.0,91.1805,67.8903,119.886,12.7678,0.0047%,respiratory
,"Pike County, PA",42103.0,2019.0,2019.0,47.0,55809.0,84.2158,61.8784,111.9893,12.2841,0.0044%,respiratory
,"Pike County, PA",42103.0,2020.0,2020.0,59.0,56072.0,105.2219,80.1001,135.7288,13.6987,0.0055%,respiratory
,"Pike County, PA",42103.0,2021.0,2021.0,49.0,59952.0,81.7321,60.4662,108.0539,11.676,0.0046%,respiratory
,"Potter County, PA",42105.0,2018.0,2018.0,32.0,16622.0,192.5159,131.6809,271.7748,34.0323,0.0030%,respiratory
,"Potter County, PA",42105.0,2019.0,2019.0,32.0,16526.0,193.6343,132.4458,273.3535,34.23,0.0030%,respiratory
,"Potter County, PA",42105.0,2020.0,2020.0,18.0,16453.0,Unreliable,64.8385,172.9031,25.7864,0.0017%,respiratory
,"Potter County, PA",42105.0,2021.0,2021.0,21.0,16259.0,129.1592,79.9521,197.4341,28.1849,0.0020%,respiratory
,"Schuylkill County, PA",42107.0,2018.0,2018.0,181.0,142067.0,127.4047,108.8436,145.9657,9.4699,0.0168%,respiratory
,"Schuylkill County, PA",42107.0,2019.0,2019.0,157.0,141359.0,111.0647,93.6914,128.438,8.8639,0.0146%,respiratory
,"Schuylkill County, PA",42107.0,2020.0,2020.0,178.0,140709.0,126.5022,107.918,145.0864,9.4817,0.0166%,respiratory
,"Schuylkill County, PA",42107.0,2021.0,2021.0,153.0,143264.0,106.7958,89.8733,123.7184,8.6339,0.0142%,respiratory
,"Snyder County, PA",42109.0,2018.0,2018.0,41.0,40540.0,101.1347,72.5763,137.2003,15.7946,0.0038%,respiratory
,"Snyder County, PA",42109.0,2019.0,2019.0,32.0,40372.0,79.2629,54.2158,111.8954,14.0118,0.0030%,respiratory
,"Snyder County, PA",42109.0,2020.0,2020.0,32.0,40317.0,79.3710,54.2898,112.048,14.0309,0.0030%,respiratory
,"Snyder County, PA",42109.0,2021.0,2021.0,21.0,39621.0,53.0022,32.8094,81.0197,11.566,0.0020%,respiratory
,"Somerset County, PA",42111.0,2018.0,2018.0,110.0,73952.0,148.7451,120.9478,176.5424,14.1823,0.0102%,respiratory
,"Somerset County, PA",42111.0,2019.0,2019.0,87.0,73447.0,118.4528,94.8759,146.1115,12.6995,0.0081%,respiratory
,"Somerset County, PA",42111.0,2020.0,2020.0,65.0,72916.0,89.1437,68.7993,113.6207,11.0569,0.0060%,respiratory
,"Somerset County, PA",42111.0,2021.0,2021.0,85.0,73627.0,115.4468,92.2143,142.7523,12.522,0.0079%,respiratory
,"Sullivan County, PA",42113.0,2019.0,2019.0,15.0,6066.0,Unreliable,138.4001,407.8511,63.8474,0.0014%,respiratory
,"Sullivan County, PA",42113.0,2020.0,2020.0,10.0,5913.0,Unreliable,81.0993,311.0164,53.4801,0.0009%,respiratory
,"Susquehanna County, PA",42115.0,2018.0,2018.0,48.0,40589.0,118.2586,87.1945,156.7932,17.0692,0.0045%,respiratory
,"Susquehanna County, PA",42115.0,2019.0,2019.0,40.0,40328.0,99.1867,70.8599,135.0645,15.6828,0.0037%,respiratory
,"Susquehanna County, PA",42115.0,2020.0,2020.0,67.0,40006.0,167.4749,129.7914,212.6864,20.4603,0.0062%,respiratory
,"Susquehanna County, PA",42115.0,2021.0,2021.0,41.0,38389.0,106.8014,76.6428,144.8879,16.6796,0.0038%,respiratory
,"Tioga County, PA",42117.0,2018.0,2018.0,52.0,40763.0,127.5667,95.2732,167.2871,17.6903,0.0048%,respiratory
,"Tioga County, PA",42117.0,2019.0,2019.0,44.0,40591.0,108.3984,78.7623,145.5195,16.3417,0.0041%,respiratory
,"Tioga County, PA",42117.0,2020.0,2020.0,46.0,40381.0,113.9150,83.4006,151.9466,16.7958,0.0043%,respiratory
,"Tioga County, PA",42117.0,2021.0,2021.0,59.0,40929.0,144.1521,109.7358,185.9461,18.767,0.0055%,respiratory
,"Union County, PA",42119.0,2018.0,2018.0,28.0,44785.0,62.5209,41.5445,90.3603,11.8153,0.0026%,respiratory
,"Union County, PA",42119.0,2019.0,2019.0,36.0,44923.0,80.1371,56.1272,110.9434,13.3562,0.0033%,respiratory
,"Union County, PA",42119.0,2020.0,2020.0,38.0,44294.0,85.7904,60.7104,117.7542,13.917,0.0035%,respiratory
,"Union County, PA",42119.0,2021.0,2021.0,35.0,42568.0,82.2214,57.2705,114.3502,13.898,0.0033%,respiratory
,"Venango County, PA",42121.0,2018.0,2018.0,59.0,51266.0,115.0860,87.6092,148.4529,14.9829,0.0055%,respiratory
,"Venango County, PA",42121.0,2019.0,2019.0,61.0,50668.0,120.3916,92.0899,154.6478,15.4146,0.0057%,respiratory
,"Venango County, PA",42121.0,2020.0,2020.0,74.0,50328.0,147.0354,115.4552,184.5898,17.0925,0.0069%,respiratory
,"Venango County, PA",42121.0,2021.0,2021.0,70.0,49938.0,140.1738,109.2725,177.1012,16.754,0.0065%,respiratory
,"Warren County, PA",42123.0,2018.0,2018.0,54.0,39498.0,136.7158,102.705,178.384,18.6047,0.0050%,respiratory
,"Warren County, PA",42123.0,2019.0,2019.0,38.0,39191.0,96.9610,68.6154,133.0868,15.7292,0.0035%,respiratory
,"Warren County, PA",42123.0,2020.0,2020.0,42.0,38911.0,107.9386,77.7924,145.9017,16.6553,0.0039%,respiratory
,"Warren County, PA",42123.0,2021.0,2021.0,50.0,38134.0,131.1166,97.3174,172.8615,18.5427,0.0047%,respiratory
,"Washington County, PA",42125.0,2018.0,2018.0,247.0,207346.0,119.1246,104.2683,133.9808,7.5797,0.0230%,respiratory
,"Washington County, PA",42125.0,2019.0,2019.0,228.0,206865.0,110.2168,95.9102,124.5234,7.2993,0.0212%,respiratory
,"Washington County, PA",42125.0,2020.0,2020.0,235.0,206803.0,113.6347,99.1058,128.1636,7.4127,0.0219%,respiratory
,"Washington County, PA",42125.0,2021.0,2021.0,207.0,209470.0,98.8208,85.3585,112.2831,6.8685,0.0193%,respiratory
,"Wayne County, PA",42127.0,2018.0,2018.0,60.0,51276.0,117.0138,89.2944,150.6202,15.1064,0.0056%,respiratory
,"Wayne County, PA",42127.0,2019.0,2019.0,52.0,51361.0,101.2441,75.6142,132.7685,14.04,0.0048%,respiratory
,"Wayne County, PA",42127.0,2020.0,2020.0,64.0,51163.0,125.0904,96.3346,159.7379,15.6363,0.0060%,respiratory
,"Wayne County, PA",42127.0,2021.0,2021.0,74.0,51431.0,143.8821,112.9791,180.631,16.726,0.0069%,respiratory
,"Westmoreland County, PA",42129.0,2018.0,2018.0,514.0,350611.0,146.6012,133.9273,159.2752,6.4663,0.0478%,respiratory
,"Westmoreland County, PA",42129.0,2019.0,2019.0,529.0,348899.0,151.6198,138.6992,164.5405,6.5922,0.0492%,respiratory
,"Westmoreland County, PA",42129.0,2020.0,2020.0,458.0,347087.0,131.9554,119.8703,144.0405,6.1659,0.0426%,respiratory
,"Westmoreland County, PA",42129.0,2021.0,2021.0,437.0,353057.0,123.7760,112.1709,135.3812,5.921,0.0407%,respiratory
,"Wyoming County, PA",42131.0,2018.0,2018.0,42.0,27046.0,155.2910,111.9198,209.9084,23.9619,0.0039%,respiratory
,"Wyoming County, PA",42131.0,2019.0,2019.0,28.0,26794.0,104.5010,69.4399,151.0332,19.7488,0.0026%,respiratory
,"Wyoming County, PA",42131.0,2020.0,2020.0,29.0,26557.0,109.1991,73.1328,156.8284,20.2778,0.0027%,respiratory
,"Wyoming County, PA",42131.0,2021.0,2021.0,18.0,26034.0,Unreliable,40.9767,109.2715,16.2965,0.0017%,respiratory
,"York County, PA",42133.0,2018.0,2018.0,348.0,448273.0,77.6313,69.4748,85.7878,4.1615,0.0324%,respiratory
,"York County, PA",42133.0,2019.0,2019.0,401.0,449058.0,89.2980,80.5578,98.0383,4.4593,0.0373%,respiratory
,"York County, PA",42133.0,2020.0,2020.0,344.0,450448.0,76.3684,68.2981,84.4387,4.1175,0.0320%,respiratory
,"York County, PA",42133.0,2021.0,2021.0,326.0,458696.0,71.0710,63.356,78.7861,3.9363,0.0303%,respiratory
,"Bristol County, RI",44001.0,2018.0,2018.0,49.0,48649.0,100.7215,74.5148,133.1589,14.3888,0.0046%,respiratory
,"Bristol County, RI",44001.0,2019.0,2019.0,46.0,48479.0,94.8864,69.4692,126.5652,13.9902,0.0043%,respiratory
