"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Haywood County, TN"	"47075"	"2019"	"2019"	16	17304	Unreliable	52.8516	150.1563	23.1160	0.0022%
	"Haywood County, TN"	"47075"	"2021 "	"2021"	11	17694	Unreliable	31.0342	111.2359	18.7443	0.0015%
	"Henderson County, TN"	"47077"	"2018"	"2018"	14	27847	Unreliable	27.4857	84.3524	13.4365	0.0019%
	"Henderson County, TN"	"47077"	"2019"	"2019"	17	28117	Unreliable	35.2213	96.8051	14.6641	0.0023%
	"Henderson County, TN"	"47077"	"2020"	"2020"	19	28076	Unreliable	40.7442	105.6802	15.5254	0.0026%
	"Henderson County, TN"	"47077"	"2021 "	"2021"	19	27953	Unreliable	40.9234	106.1452	15.5937	0.0026%
	"Henry County, TN"	"47079"	"2018"	"2018"	28	32358	86.5319	57.4996	125.0629	16.3530	0.0038%
	"Henry County, TN"	"47079"	"2019"	"2019"	39	32345	120.5751	85.7409	164.8297	19.3075	0.0052%
	"Henry County, TN"	"47079"	"2020"	"2020"	31	32056	96.7058	65.7067	137.2661	17.3689	0.0042%
	"Henry County, TN"	"47079"	"2021 "	"2021"	26	32239	80.6477	52.6815	118.1674	15.8163	0.0035%
	"Hickman County, TN"	"47081"	"2018"	"2018"	16	25063	Unreliable	36.4898	103.6709	15.9598	0.0022%
	"Hickman County, TN"	"47081"	"2019"	"2019"	21	25178	83.4061	51.6301	127.4955	18.2007	0.0028%
	"Hickman County, TN"	"47081"	"2020"	"2020"	13	25387	Unreliable	27.2658	87.5660	14.2024	0.0017%
	"Hickman County, TN"	"47081"	"2021 "	"2021"	16	25307	Unreliable	36.1380	102.6714	15.8059	0.0022%
	"Houston County, TN"	"47083"	"2018"	"2018"	11	8263	Unreliable	66.4553	238.1953	40.1383	0.0015%
	"Houston County, TN"	"47083"	"2019"	"2019"	12	8201	Unreliable	75.6069	255.5981	42.2400	0.0016%
	"Houston County, TN"	"47083"	"2020"	"2020"	12	8292	Unreliable	74.7771	252.7931	41.7764	0.0016%
	"Humphreys County, TN"	"47085"	"2018"	"2018"	19	18486	Unreliable	61.8810	160.5041	23.5795	0.0026%
	"Humphreys County, TN"	"47085"	"2019"	"2019"	16	18582	Unreliable	49.2167	139.8291	21.5262	0.0022%
	"Humphreys County, TN"	"47085"	"2020"	"2020"	17	18590	Unreliable	53.2715	146.4158	22.1792	0.0023%
	"Humphreys County, TN"	"47085"	"2021 "	"2021"	18	19211	Unreliable	55.5301	148.0805	22.0844	0.0024%
	"Jackson County, TN"	"47087"	"2019"	"2019"	11	11786	Unreliable	46.5909	166.9954	28.1404	0.0015%
	"Jackson County, TN"	"47087"	"2020"	"2020"	13	11864	Unreliable	58.3444	187.3769	30.3907	0.0017%
	"Jackson County, TN"	"47087"	"2021 "	"2021"	11	11750	Unreliable	46.7336	167.5071	28.2266	0.0015%
	"Jefferson County, TN"	"47089"	"2018"	"2018"	39	54012	72.2062	51.3458	98.7080	11.5622	0.0052%
	"Jefferson County, TN"	"47089"	"2019"	"2019"	44	54495	80.7414	58.6667	108.3912	12.1722	0.0059%
	"Jefferson County, TN"	"47089"	"2020"	"2020"	41	55307	74.1317	53.1984	100.5678	11.5774	0.0055%
	"Jefferson County, TN"	"47089"	"2021 "	"2021"	38	55624	68.3158	48.3444	93.7689	11.0823	0.0051%
	"Johnson County, TN"	"47091"	"2018"	"2018"	14	17778	Unreliable	43.0529	132.1275	21.0466	0.0019%
	"Johnson County, TN"	"47091"	"2019"	"2019"	13	17788	Unreliable	38.9138	124.9741	20.2696	0.0017%
	"Johnson County, TN"	"47091"	"2020"	"2020"	25	17849	140.0639	90.6423	206.7623	28.0128	0.0034%
	"Johnson County, TN"	"47091"	"2021 "	"2021"	19	18170	Unreliable	62.9572	163.2954	23.9895	0.0026%
	"Knox County, TN"	"47093"	"2018"	"2018"	340	465289	73.0729	65.3055	80.8402	3.9629	0.0457%
	"Knox County, TN"	"47093"	"2019"	"2019"	321	470313	68.2524	60.7858	75.7190	3.8095	0.0431%
	"Knox County, TN"	"47093"	"2020"	"2020"	418	475609	87.8873	79.4618	96.3128	4.2987	0.0562%
	"Knox County, TN"	"47093"	"2021 "	"2021"	392	486677	80.5462	72.5726	88.5199	4.0682	0.0527%
	"Lauderdale County, TN"	"47097"	"2019"	"2019"	10	25633	Unreliable	18.7079	71.7450	12.3367	0.0013%
	"Lauderdale County, TN"	"47097"	"2020"	"2020"	13	25451	Unreliable	27.1973	87.3458	14.1666	0.0017%
	"Lauderdale County, TN"	"47097"	"2021 "	"2021"	16	25108	Unreliable	36.4244	103.4851	15.9312	0.0022%
	"Lawrence County, TN"	"47099"	"2018"	"2018"	31	43734	70.8831	48.1615	100.6128	12.7310	0.0042%
	"Lawrence County, TN"	"47099"	"2019"	"2019"	13	44142	Unreliable	15.6812	50.3611	8.1681	0.0017%
	"Lawrence County, TN"	"47099"	"2020"	"2020"	27	44432	60.7670	40.0461	88.4130	11.6946	0.0036%
	"Lawrence County, TN"	"47099"	"2021 "	"2021"	23	44828	51.3072	32.5242	76.9860	10.6983	0.0031%
	"Lewis County, TN"	"47101"	"2019"	"2019"	13	12268	Unreliable	56.4231	181.2063	29.3899	0.0017%
	"Lewis County, TN"	"47101"	"2021 "	"2021"	12	12857	Unreliable	48.2268	163.0365	26.9433	0.0016%
	"Lincoln County, TN"	"47103"	"2018"	"2018"	32	34117	93.7949	64.1557	132.4102	16.5807	0.0043%
	"Lincoln County, TN"	"47103"	"2019"	"2019"	30	34366	87.2956	58.8983	124.6197	15.9379	0.0040%
	"Lincoln County, TN"	"47103"	"2020"	"2020"	26	34540	75.2750	49.1719	110.2953	14.7627	0.0035%
	"Lincoln County, TN"	"47103"	"2021 "	"2021"	17	35433	Unreliable	27.9490	76.8174	11.6363	0.0023%
	"Loudon County, TN"	"47105"	"2018"	"2018"	45	53054	84.8192	61.8680	113.4949	12.6441	0.0060%
	"Loudon County, TN"	"47105"	"2019"	"2019"	46	54068	85.0780	62.2882	113.4822	12.5441	0.0062%
	"Loudon County, TN"	"47105"	"2020"	"2020"	45	54910	81.9523	59.7768	109.6587	12.2167	0.0060%
	"Loudon County, TN"	"47105"	"2021 "	"2021"	36	56690	63.5033	44.4771	87.9152	10.5839	0.0048%
	"McMinn County, TN"	"47107"	"2018"	"2018"	44	53285	82.5748	59.9989	110.8526	12.4486	0.0059%
	"McMinn County, TN"	"47107"	"2019"	"2019"	32	53794	59.4862	40.6886	83.9767	10.5158	0.0043%
	"McMinn County, TN"	"47107"	"2020"	"2020"	37	54208	68.2556	48.0581	94.0815	11.2212	0.0050%
	"McMinn County, TN"	"47107"	"2021 "	"2021"	39	54059	72.1434	51.3012	98.6222	11.5522	0.0052%
	"McNairy County, TN"	"47109"	"2018"	"2018"	17	25832	Unreliable	38.3369	105.3681	15.9612	0.0023%
	"McNairy County, TN"	"47109"	"2019"	"2019"	17	25694	Unreliable	38.5428	105.9341	16.0470	0.0023%
	"McNairy County, TN"	"47109"	"2020"	"2020"	19	25696	Unreliable	44.5179	115.4685	16.9633	0.0026%
	"McNairy County, TN"	"47109"	"2021 "	"2021"	20	25860	77.3395	47.2413	119.4447	17.2936	0.0027%
	"Macon County, TN"	"47111"	"2018"	"2018"	19	24265	Unreliable	47.1433	122.2781	17.9637	0.0026%
	"Macon County, TN"	"47111"	"2019"	"2019"	19	24602	Unreliable	46.4976	120.6031	17.7177	0.0026%
	"Macon County, TN"	"47111"	"2020"	"2020"	21	24827	84.5853	52.3600	129.2980	18.4580	0.0028%
	"Macon County, TN"	"47111"	"2021 "	"2021"	19	25699	Unreliable	44.5127	115.4550	16.9614	0.0026%
	"Madison County, TN"	"47113"	"2018"	"2018"	65	97605	66.5949	51.3966	84.8806	8.2601	0.0087%
	"Madison County, TN"	"47113"	"2019"	"2019"	46	97984	46.9464	34.3709	62.6200	6.9219	0.0062%
	"Madison County, TN"	"47113"	"2020"	"2020"	59	98360	59.9837	45.6626	77.3748	7.8092	0.0079%
	"Madison County, TN"	"47113"	"2021 "	"2021"	59	98775	59.7317	45.4708	77.0497	7.7764	0.0079%
	"Marion County, TN"	"47115"	"2018"	"2018"	11	28575	Unreliable	19.2168	68.8787	11.6067	0.0015%
	"Marion County, TN"	"47115"	"2019"	"2019"	14	28907	Unreliable	26.4778	81.2593	12.9438	0.0019%
	"Marion County, TN"	"47115"	"2020"	"2020"	15	28924	Unreliable	29.0255	85.5354	13.3902	0.0020%
	"Marion County, TN"	"47115"	"2021 "	"2021"	11	28877	Unreliable	19.0158	68.1583	11.4854	0.0015%
	"Marshall County, TN"	"47117"	"2018"	"2018"	13	33683	Unreliable	20.5504	65.9988	10.7044	0.0017%
	"Marshall County, TN"	"47117"	"2019"	"2019"	15	34375	Unreliable	24.4228	71.9716	11.2669	0.0020%
	"Marshall County, TN"	"47117"	"2020"	"2020"	21	35016	59.9726	37.1242	91.6747	13.0871	0.0028%
	"Marshall County, TN"	"47117"	"2021 "	"2021"	13	34984	Unreliable	19.7861	63.5444	10.3063	0.0017%
	"Maury County, TN"	"47119"	"2018"	"2018"	47	94340	49.8198	36.6056	66.2499	7.2670	0.0063%
	"Maury County, TN"	"47119"	"2019"	"2019"	42	96387	43.5743	31.4045	58.8999	6.7237	0.0056%
	"Maury County, TN"	"47119"	"2020"	"2020"	47	99590	47.1935	34.6759	62.7574	6.8839	0.0063%
	"Maury County, TN"	"47119"	"2021 "	"2021"	48	104760	45.8190	33.7833	60.7491	6.6134	0.0065%
	"Meigs County, TN"	"47121"	"2020"	"2020"	10	12532	Unreliable	38.2652	146.7475	25.2336	0.0013%
	"Monroe County, TN"	"47123"	"2018"	"2018"	27	46357	58.2436	38.3831	84.7416	11.2090	0.0036%
	"Monroe County, TN"	"47123"	"2019"	"2019"	38	46545	81.6414	57.7744	112.0594	13.2440	0.0051%
	"Monroe County, TN"	"47123"	"2020"	"2020"	26	47177	55.1116	36.0006	80.7512	10.8083	0.0035%
	"Monroe County, TN"	"47123"	"2021 "	"2021"	27	46698	57.8183	38.1029	84.1228	11.1271	0.0036%
	"Montgomery County, TN"	"47125"	"2018"	"2018"	94	205950	45.6421	36.8834	55.8546	4.7076	0.0126%
	"Montgomery County, TN"	"47125"	"2019"	"2019"	60	208993	28.7091	21.9082	36.9543	3.7063	0.0081%
	"Montgomery County, TN"	"47125"	"2020"	"2020"	107	214251	49.9414	40.4785	59.4043	4.8280	0.0144%
	"Montgomery County, TN"	"47125"	"2021 "	"2021"	109	227900	47.8280	38.8491	56.8069	4.5811	0.0146%
	"Morgan County, TN"	"47129"	"2018"	"2018"	24	21579	111.2192	71.2604	165.4853	22.7025	0.0032%
	"Morgan County, TN"	"47129"	"2019"	"2019"	19	21403	Unreliable	53.4473	138.6291	20.3658	0.0026%
	"Morgan County, TN"	"47129"	"2020"	"2020"	10	21431	Unreliable	22.3760	85.8121	14.7556	0.0013%
	"Morgan County, TN"	"47129"	"2021 "	"2021"	13	21254	Unreliable	32.5679	104.5939	16.9641	0.0017%
	"Obion County, TN"	"47131"	"2018"	"2018"	21	30267	69.3825	42.9492	106.0588	15.1405	0.0028%
	"Obion County, TN"	"47131"	"2019"	"2019"	16	30069	Unreliable	30.4148	86.4114	13.3027	0.0022%
	"Obion County, TN"	"47131"	"2020"	"2020"	15	30131	Unreliable	27.8628	82.1090	12.8538	0.0020%
	"Obion County, TN"	"47131"	"2021 "	"2021"	14	30466	Unreliable	25.1229	77.1011	12.2814	0.0019%
	"Overton County, TN"	"47133"	"2019"	"2019"	11	22241	Unreliable	24.6895	88.4946	14.9122	0.0015%
	"Overton County, TN"	"47133"	"2020"	"2020"	16	22566	Unreliable	40.5275	115.1424	17.7258	0.0022%
	"Overton County, TN"	"47133"	"2021 "	"2021"	25	22839	109.4619	70.8383	161.5876	21.8924	0.0034%
	"Polk County, TN"	"47139"	"2018"	"2018"	15	16898	Unreliable	49.6825	146.4093	22.9198	0.0020%
	"Polk County, TN"	"47139"	"2019"	"2019"	15	16832	Unreliable	49.8773	146.9834	23.0096	0.0020%
	"Polk County, TN"	"47139"	"2021 "	"2021"	11	17776	Unreliable	30.8911	110.7228	18.6579	0.0015%
	"Putnam County, TN"	"47141"	"2018"	"2018"	62	78843	78.6373	60.2904	100.8091	9.9869	0.0083%
	"Putnam County, TN"	"47141"	"2019"	"2019"	58	80245	72.2786	54.8841	93.4368	9.4907	0.0078%
	"Putnam County, TN"	"47141"	"2020"	"2020"	63	80929	77.8460	59.8192	99.5985	9.8077	0.0085%
	"Putnam County, TN"	"47141"	"2021 "	"2021"	57	81188	70.2074	53.1744	90.9621	9.2992	0.0077%
	"Rhea County, TN"	"47143"	"2018"	"2018"	23	33044	69.6042	44.1228	104.4404	14.5135	0.0031%
	"Rhea County, TN"	"47143"	"2019"	"2019"	28	33167	84.4213	56.0971	122.0124	15.9541	0.0038%
	"Rhea County, TN"	"47143"	"2020"	"2020"	21	33443	62.7934	38.8704	95.9866	13.7026	0.0028%
	"Rhea County, TN"	"47143"	"2021 "	"2021"	19	33136	Unreliable	34.5224	89.5424	13.1546	0.0026%
	"Roane County, TN"	"47145"	"2018"	"2018"	68	53140	127.9639	99.3691	162.2249	15.5179	0.0091%
	"Roane County, TN"	"47145"	"2019"	"2019"	55	53382	103.0310	77.6174	134.1093	13.8927	0.0074%
	"Roane County, TN"	"47145"	"2020"	"2020"	52	53841	96.5807	72.1313	126.6530	13.3933	0.0070%
	"Roane County, TN"	"47145"	"2021 "	"2021"	44	53992	81.4936	59.2132	109.4010	12.2856	0.0059%
	"Robertson County, TN"	"47147"	"2018"	"2018"	34	71012	47.8792	33.1578	66.9064	8.2112	0.0046%
	"Robertson County, TN"	"47147"	"2019"	"2019"	33	71813	45.9527	31.6315	64.5346	7.9993	0.0044%
	"Robertson County, TN"	"47147"	"2020"	"2020"	36	72275	49.8098	34.8863	68.9576	8.3016	0.0048%
	"Robertson County, TN"	"47147"	"2021 "	"2021"	30	74098	40.4869	27.3165	57.7975	7.3919	0.0040%
	"Rutherford County, TN"	"47149"	"2018"	"2018"	122	324890	37.5512	30.8877	44.2146	3.3997	0.0164%
	"Rutherford County, TN"	"47149"	"2019"	"2019"	107	332285	32.2013	26.0998	38.3028	3.1130	0.0144%
	"Rutherford County, TN"	"47149"	"2020"	"2020"	137	339261	40.3819	33.6198	47.1440	3.4501	0.0184%
	"Rutherford County, TN"	"47149"	"2021 "	"2021"	148	352182	42.0237	35.2532	48.7942	3.4543	0.0199%
	"Scott County, TN"	"47151"	"2018"	"2018"	18	22039	Unreliable	48.4046	129.0791	19.2506	0.0024%
	"Scott County, TN"	"47151"	"2019"	"2019"	17	22068	Unreliable	44.8757	123.3401	18.6836	0.0023%
	"Scott County, TN"	"47151"	"2020"	"2020"	14	22090	Unreliable	34.6489	106.3360	16.9382	0.0019%
	"Scott County, TN"	"47151"	"2021 "	"2021"	10	21917	Unreliable	21.8798	83.9093	14.4284	0.0013%
	"Sevier County, TN"	"47155"	"2018"	"2018"	73	97892	74.5720	58.4525	93.7631	8.7280	0.0098%
	"Sevier County, TN"	"47155"	"2019"	"2019"	69	98250	70.2290	54.6424	88.8790	8.4546	0.0093%
	"Sevier County, TN"	"47155"	"2020"	"2020"	88	99244	88.6703	71.1163	109.2445	9.4523	0.0118%
	"Sevier County, TN"	"47155"	"2021 "	"2021"	83	99517	83.4028	66.4295	103.3903	9.1547	0.0112%
	"Shelby County, TN"	"47157"	"2018"	"2018"	413	935764	44.1351	39.8784	48.3917	2.1717	0.0555%
	"Shelby County, TN"	"47157"	"2019"	"2019"	366	937166	39.0539	35.0528	43.0550	2.0414	0.0492%
	"Shelby County, TN"	"47157"	"2020"	"2020"	397	936017	42.4138	38.2415	46.5860	2.1287	0.0534%
	"Shelby County, TN"	"47157"	"2021 "	"2021"	418	924454	45.2159	40.8812	49.5506	2.2116	0.0562%
	"Smith County, TN"	"47159"	"2018"	"2018"	15	19942	Unreliable	42.0988	124.0610	19.4212	0.0020%
	"Smith County, TN"	"47159"	"2019"	"2019"	16	20157	Unreliable	45.3710	128.9033	19.8442	0.0022%
	"Smith County, TN"	"47159"	"2020"	"2020"	20	20285	98.5950	60.2248	152.2721	22.0465	0.0027%
	"Stewart County, TN"	"47161"	"2019"	"2019"	16	13715	Unreliable	66.6820	189.4498	29.1651	0.0022%
	"Stewart County, TN"	"47161"	"2020"	"2020"	18	13859	Unreliable	76.9744	205.2655	30.6129	0.0024%
	"Stewart County, TN"	"47161"	"2021 "	"2021"	13	13855	Unreliable	49.9602	160.4503	26.0235	0.0017%
	"Sullivan County, TN"	"47163"	"2018"	"2018"	197	157668	124.9461	107.4981	142.3941	8.9020	0.0265%
	"Sullivan County, TN"	"47163"	"2019"	"2019"	165	158348	104.2009	88.3013	120.1004	8.1120	0.0222%
	"Sullivan County, TN"	"47163"	"2020"	"2020"	180	158755	113.3823	96.8183	129.9462	8.4510	0.0242%
	"Sullivan County, TN"	"47163"	"2021 "	"2021"	142	159265	89.1596	74.4947	103.8245	7.4821	0.0191%
	"Sumner County, TN"	"47165"	"2018"	"2018"	81	187149	43.2810	34.3712	53.7944	4.8090	0.0109%
	"Sumner County, TN"	"47165"	"2019"	"2019"	71	191283	37.1178	28.9894	46.8189	4.4051	0.0095%
	"Sumner County, TN"	"47165"	"2020"	"2020"	116	195561	59.3165	48.5220	70.1110	5.5074	0.0156%
	"Sumner County, TN"	"47165"	"2021 "	"2021"	136	200557	67.8111	56.4142	79.2081	5.8148	0.0183%
	"Tipton County, TN"	"47167"	"2018"	"2018"	22	61581	35.7253	22.3887	54.0885	7.6167	0.0030%
	"Tipton County, TN"	"47167"	"2019"	"2019"	27	61599	43.8319	28.8856	63.7732	8.4354	0.0036%
	"Tipton County, TN"	"47167"	"2020"	"2020"	36	61918	58.1414	40.7217	80.4921	9.6902	0.0048%
	"Tipton County, TN"	"47167"	"2021 "	"2021"	40	61004	65.5695	46.8435	89.2873	10.3674	0.0054%
	"Unicoi County, TN"	"47171"	"2018"	"2018"	40	17761	225.2125	160.8941	306.6764	35.6092	0.0054%
	"Unicoi County, TN"	"47171"	"2019"	"2019"	27	17883	150.9814	99.4982	219.6704	29.0564	0.0036%
	"Unicoi County, TN"	"47171"	"2020"	"2020"	28	17755	157.7021	104.7914	227.9236	29.8029	0.0038%
	"Unicoi County, TN"	"47171"	"2021 "	"2021"	21	17698	118.6575	73.4514	181.3810	25.8932	0.0028%
	"Union County, TN"	"47173"	"2018"	"2018"	10	19688	Unreliable	24.3570	93.4092	16.0620	0.0013%
	"Union County, TN"	"47173"	"2019"	"2019"	12	19972	Unreliable	31.0461	104.9549	17.3448	0.0016%
	"Union County, TN"	"47173"	"2020"	"2020"	24	20187	118.8884	76.1742	176.8964	24.2680	0.0032%
	"Union County, TN"	"47173"	"2021 "	"2021"	15	20040	Unreliable	41.8930	123.4543	19.3263	0.0020%
	"Warren County, TN"	"47177"	"2018"	"2018"	30	40878	73.3891	49.5156	104.7674	13.3990	0.0040%
	"Warren County, TN"	"47177"	"2019"	"2019"	47	41277	113.8649	83.6633	151.4164	16.6089	0.0063%
	"Warren County, TN"	"47177"	"2020"	"2020"	53	41605	127.3885	95.4229	166.6268	17.4982	0.0071%
	"Warren County, TN"	"47177"	"2021 "	"2021"	50	41523	120.4152	89.3746	158.7530	17.0293	0.0067%
	"Washington County, TN"	"47179"	"2018"	"2018"	130	128607	101.0831	83.7066	118.4597	8.8656	0.0175%
	"Washington County, TN"	"47179"	"2019"	"2019"	119	129375	91.9807	75.4542	108.5071	8.4319	0.0160%
	"Washington County, TN"	"47179"	"2020"	"2020"	118	130367	90.5137	74.1821	106.8453	8.3325	0.0159%
	"Washington County, TN"	"47179"	"2021 "	"2021"	89	134236	66.3011	53.2451	81.5895	7.0279	0.0120%
	"Wayne County, TN"	"47181"	"2018"	"2018"	16	16558	Unreliable	55.2328	156.9214	24.1575	0.0022%
	"Wayne County, TN"	"47181"	"2019"	"2019"	16	16673	Unreliable	54.8518	155.8390	23.9909	0.0022%
	"Wayne County, TN"	"47181"	"2020"	"2020"	13	16524	Unreliable	41.8905	134.5340	21.8201	0.0017%
	"Wayne County, TN"	"47181"	"2021 "	"2021"	16	16409	Unreliable	55.7343	158.3463	24.3769	0.0022%
	"Weakley County, TN"	"47183"	"2018"	"2018"	19	33415	Unreliable	34.2341	88.7948	13.0447	0.0026%
	"Weakley County, TN"	"47183"	"2019"	"2019"	12	33328	Unreliable	18.6045	62.8949	10.3940	0.0016%
	"Weakley County, TN"	"47183"	"2020"	"2020"	10	33334	Unreliable	14.3859	55.1701	9.4866	0.0013%
	"Weakley County, TN"	"47183"	"2021 "	"2021"	12	33036	Unreliable	18.7690	63.4508	10.4858	0.0016%
	"White County, TN"	"47185"	"2018"	"2018"	25	27107	92.2271	59.6848	136.1456	18.4454	0.0034%
	"White County, TN"	"47185"	"2019"	"2019"	23	27345	84.1104	53.3184	126.2069	17.5382	0.0031%
	"White County, TN"	"47185"	"2020"	"2020"	26	27707	93.8391	61.2985	137.4959	18.4034	0.0035%
	"White County, TN"	"47185"	"2021 "	"2021"	16	27650	Unreliable	33.0757	93.9712	14.4665	0.0022%
	"Williamson County, TN"	"47187"	"2018"	"2018"	74	231729	31.9339	25.0751	40.0901	3.7122	0.0099%
	"Williamson County, TN"	"47187"	"2019"	"2019"	92	238412	38.5887	31.1079	47.3255	4.0231	0.0124%
	"Williamson County, TN"	"47187"	"2020"	"2020"	90	245348	36.6826	29.4972	45.0891	3.8667	0.0121%
	"Williamson County, TN"	"47187"	"2021 "	"2021"	90	255735	35.1927	28.2991	43.2578	3.7096	0.0121%
	"Wilson County, TN"	"47189"	"2018"	"2018"	95	140625	67.5556	54.6565	82.5833	6.9311	0.0128%
	"Wilson County, TN"	"47189"	"2019"	"2019"	92	144657	63.5987	51.2695	77.9981	6.6306	0.0124%
	"Wilson County, TN"	"47189"	"2020"	"2020"	104	148130	70.2086	56.7149	83.7023	6.8845	0.0140%
	"Wilson County, TN"	"47189"	"2021 "	"2021"	105	151917	69.1167	55.8963	82.3371	6.7451	0.0141%
	"Anderson County, TX"	"48001"	"2018"	"2018"	33	58057	56.8407	39.1263	79.8254	9.8947	0.0044%
	"Anderson County, TX"	"48001"	"2019"	"2019"	26	57735	45.0333	29.4171	65.9842	8.8318	0.0035%
	"Anderson County, TX"	"48001"	"2020"	"2020"	27	57805	46.7088	30.7815	67.9589	8.9891	0.0036%
	"Anderson County, TX"	"48001"	"2021 "	"2021"	35	58402	59.9295	41.7433	83.3475	10.1299	0.0047%
	"Angelina County, TX"	"48005"	"2018"	"2018"	41	87092	47.0767	33.7831	63.8647	7.3521	0.0055%
	"Angelina County, TX"	"48005"	"2019"	"2019"	28	86715	32.2897	21.4562	46.6676	6.1022	0.0038%
	"Angelina County, TX"	"48005"	"2020"	"2020"	39	86796	44.9329	31.9518	61.4247	7.1950	0.0052%
	"Angelina County, TX"	"48005"	"2021 "	"2021"	43	86506	49.7075	35.9733	66.9556	7.5803	0.0058%
	"Aransas County, TX"	"48007"	"2018"	"2018"	20	23792	84.0619	51.3475	129.8268	18.7968	0.0027%
	"Aransas County, TX"	"48007"	"2019"	"2019"	19	23510	Unreliable	48.6573	126.2049	18.5406	0.0026%
	"Aransas County, TX"	"48007"	"2020"	"2020"	31	23814	130.1755	88.4478	184.7737	23.3802	0.0042%
	"Aransas County, TX"	"48007"	"2021 "	"2021"	14	24510	Unreliable	31.2278	95.8369	15.2658	0.0019%
	"Atascosa County, TX"	"48013"	"2018"	"2018"	17	50310	Unreliable	19.6843	54.1020	8.1954	0.0023%
	"Atascosa County, TX"	"48013"	"2019"	"2019"	13	51153	Unreliable	13.5319	43.4586	7.0486	0.0017%
	"Atascosa County, TX"	"48013"	"2020"	"2020"	13	51724	Unreliable	13.3825	42.9789	6.9708	0.0017%
	"Atascosa County, TX"	"48013"	"2021 "	"2021"	23	49939	46.0562	29.1955	69.1069	9.6034	0.0031%
	"Austin County, TX"	"48015"	"2018"	"2018"	21	29989	70.0257	43.3473	107.0419	15.2809	0.0028%
	"Austin County, TX"	"48015"	"2019"	"2019"	11	30032	Unreliable	18.2845	65.5370	11.0436	0.0015%
	"Austin County, TX"	"48015"	"2020"	"2020"	25	29972	83.4112	53.9795	123.1316	16.6822	0.0034%
	"Austin County, TX"	"48015"	"2021 "	"2021"	22	30380	72.4161	45.3824	109.6386	15.4392	0.0030%
	"Bandera County, TX"	"48019"	"2018"	"2018"	14	22824	Unreliable	33.5346	102.9163	16.3935	0.0019%
	"Bandera County, TX"	"48019"	"2019"	"2019"	12	23112	Unreliable	26.8281	90.6957	14.9883	0.0016%
	"Bandera County, TX"	"48019"	"2020"	"2020"	13	23861	Unreliable	29.0096	93.1662	15.1106	0.0017%
	"Bandera County, TX"	"48019"	"2021 "	"2021"	14	21565	Unreliable	35.4924	108.9247	17.3506	0.0019%
	"Bastrop County, TX"	"48021"	"2018"	"2018"	43	86976	49.4389	35.7790	66.5937	7.5394	0.0058%
	"Bastrop County, TX"	"48021"	"2019"	"2019"	29	88723	32.6860	21.8905	46.9427	6.0696	0.0039%
	"Bastrop County, TX"	"48021"	"2020"	"2020"	49	91601	53.4929	39.5746	70.7202	7.6418	0.0066%
	"Bastrop County, TX"	"48021"	"2021 "	"2021"	55	102058	53.8909	40.5982	70.1466	7.2667	0.0074%
	"Bee County, TX"	"48025"	"2018"	"2018"	13	32587	Unreliable	21.2415	68.2186	11.0644	0.0017%
	"Bee County, TX"	"48025"	"2019"	"2019"	11	32565	Unreliable	16.8623	60.4394	10.1846	0.0015%
	"Bee County, TX"	"48025"	"2020"	"2020"	12	32513	Unreliable	19.0709	64.4714	10.6545	0.0016%
	"Bee County, TX"	"48025"	"2021 "	"2021"	11	30924	Unreliable	17.7571	63.6466	10.7251	0.0015%
	"Bell County, TX"	"48027"	"2018"	"2018"	142	355642	39.9278	33.3605	46.4951	3.3507	0.0191%
	"Bell County, TX"	"48027"	"2019"	"2019"	121	362924	33.3403	27.3997	39.2810	3.0309	0.0163%
	"Bell County, TX"	"48027"	"2020"	"2020"	131	369927	35.4124	29.3482	41.4766	3.0940	0.0176%
	"Bell County, TX"	"48027"	"2021 "	"2021"	119	379617	31.3474	25.7151	36.9797	2.8736	0.0160%
	"Bexar County, TX"	"48029"	"2018"	"2018"	650	1986049	32.7283	30.2122	35.2444	1.2837	0.0874%
	"Bexar County, TX"	"48029"	"2019"	"2019"	606	2003554	30.2463	27.8381	32.6544	1.2287	0.0814%
	"Bexar County, TX"	"48029"	"2020"	"2020"	613	2026823	30.2444	27.8501	32.6386	1.2216	0.0824%
	"Bexar County, TX"	"48029"	"2021 "	"2021"	602	2028236	29.6810	27.3099	32.0520	1.2097	0.0809%
	"Blanco County, TX"	"48031"	"2018"	"2018"	10	11702	Unreliable	40.9793	157.1560	27.0234	0.0013%
	"Bosque County, TX"	"48035"	"2018"	"2018"	15	18691	Unreliable	44.9165	132.3645	20.7211	0.0020%
	"Bosque County, TX"	"48035"	"2020"	"2020"	13	18603	Unreliable	37.2089	119.4990	19.3816	0.0017%
	"Bowie County, TX"	"48037"	"2018"	"2018"	28	94324	29.6849	19.7253	42.9030	5.6099	0.0038%
	"Bowie County, TX"	"48037"	"2019"	"2019"	30	93245	32.1733	21.7073	45.9293	5.8740	0.0040%
	"Bowie County, TX"	"48037"	"2020"	"2020"	35	93481	37.4408	26.0790	52.0711	6.3286	0.0047%
	"Bowie County, TX"	"48037"	"2021 "	"2021"	46	92581	49.6862	36.3768	66.2745	7.3258	0.0062%
