"Notes"	"County"	"County Code"	"Single Race 6"	"Single Race 6 Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"La Salle County, TX"	"48283"	"White"	"2106-3"	10	28092	Unreliable	17.0703	65.4649	11.2569	0.0009%
	"Lavaca County, TX"	"48285"	"White"	"2106-3"	80	73483	108.8687	86.3264	135.4969	12.1719	0.0074%
	"Lee County, TX"	"48287"	"White"	"2106-3"	45	59510	75.6175	55.1562	101.1823	11.2724	0.0042%
	"Leon County, TX"	"48289"	"White"	"2106-3"	91	61014	149.1461	120.0835	183.1186	15.6348	0.0085%
	"Liberty County, TX"	"48291"	"Black or African American"	"2054-5"	26	35002	74.2815	48.5229	108.8394	14.5678	0.0024%
	"Liberty County, TX"	"48291"	"White"	"2106-3"	373	314519	118.5938	106.5583	130.6293	6.1406	0.0347%
	"Limestone County, TX"	"48293"	"Black or African American"	"2054-5"	15	16148	Unreliable	51.9900	153.2094	23.9843	0.0014%
	"Limestone County, TX"	"48293"	"White"	"2106-3"	126	72381	174.0788	143.6828	204.4749	15.5082	0.0117%
	"Lipscomb County, TX"	"48295"	"White"	"2106-3"	10	11586	Unreliable	41.3896	158.7295	27.2940	0.0009%
	"Live Oak County, TX"	"48297"	"White"	"2106-3"	52	44076	117.9780	88.1119	154.7129	16.3606	0.0048%
	"Llano County, TX"	"48299"	"White"	"2106-3"	159	83596	190.2005	160.6361	219.7649	15.0839	0.0148%
	"Lubbock County, TX"	"48303"	"Asian"	"A"	11	29915	Unreliable	18.3560	65.7933	11.0868	0.0010%
	"Lubbock County, TX"	"48303"	"Black or African American"	"2054-5"	79	98651	80.0803	63.4004	99.8041	9.0097	0.0073%
	"Lubbock County, TX"	"48303"	"White"	"2106-3"	1002	1078276	92.9261	87.1722	98.6800	2.9356	0.0932%
	"Lynn County, TX"	"48305"	"White"	"2106-3"	32	21893	146.1654	99.9772	206.3418	25.8386	0.0030%
	"McCulloch County, TX"	"48307"	"White"	"2106-3"	42	29161	144.0280	103.8024	194.6841	22.2240	0.0039%
	"McLennan County, TX"	"48309"	"Black or African American"	"2054-5"	93	154004	60.3880	48.7410	73.9796	6.2619	0.0087%
	"McLennan County, TX"	"48309"	"White"	"2106-3"	780	825586	94.4783	87.8479	101.1088	3.3829	0.0726%
	"Madison County, TX"	"48313"	"White"	"2106-3"	38	43131	88.1037	62.3475	120.9294	14.2923	0.0035%
	"Marion County, TX"	"48315"	"White"	"2106-3"	75	29292	256.0426	201.3929	320.9520	29.5653	0.0070%
	"Martin County, TX"	"48317"	"White"	"2106-3"	22	21030	104.6125	65.5596	158.3843	22.3035	0.0020%
	"Mason County, TX"	"48319"	"White"	"2106-3"	20	16255	123.0391	75.1560	190.0240	27.5124	0.0019%
	"Matagorda County, TX"	"48321"	"Black or African American"	"2054-5"	15	16338	Unreliable	51.3854	151.4277	23.7054	0.0014%
	"Matagorda County, TX"	"48321"	"White"	"2106-3"	108	122372	88.2555	71.6104	104.9006	8.4924	0.0100%
	"Maverick County, TX"	"48323"	"White"	"2106-3"	148	224707	65.8635	55.2522	76.4749	5.4140	0.0138%
	"Medina County, TX"	"48325"	"White"	"2106-3"	122	192495	63.3783	52.1318	74.6247	5.7380	0.0113%
	"Midland County, TX"	"48329"	"Black or African American"	"2054-5"	33	48661	67.8161	46.6812	95.2389	11.8053	0.0031%
	"Midland County, TX"	"48329"	"White"	"2106-3"	423	609657	69.3833	62.7712	75.9954	3.3735	0.0393%
	"Milam County, TX"	"48331"	"White"	"2106-3"	91	86272	105.4803	84.9264	129.5067	11.0573	0.0085%
	"Mills County, TX"	"48333"	"White"	"2106-3"	34	18301	185.7822	128.6597	259.6120	31.8614	0.0032%
	"Mitchell County, TX"	"48335"	"White"	"2106-3"	27	28519	94.6737	62.3909	137.7455	18.2200	0.0025%
	"Montague County, TX"	"48337"	"White"	"2106-3"	104	76080	136.6982	110.4257	162.9708	13.4044	0.0097%
	"Montgomery County, TX"	"48339"	"Asian"	"A"	12	82906	Unreliable	7.4790	25.2836	4.1783	0.0011%
	"Montgomery County, TX"	"48339"	"Black or African American"	"2054-5"	49	150373	32.5856	24.1072	43.0798	4.6551	0.0046%
	"Montgomery County, TX"	"48339"	"White"	"2106-3"	1518	2164084	70.1452	66.6164	73.6739	1.8004	0.1412%
	"Moore County, TX"	"48341"	"White"	"2106-3"	62	72474	85.5479	65.5887	109.6682	10.8646	0.0058%
	"Morris County, TX"	"48343"	"Black or African American"	"2054-5"	12	11068	Unreliable	56.0220	189.3892	31.2984	0.0011%
	"Morris County, TX"	"48343"	"White"	"2106-3"	85	35610	238.6970	190.6616	295.1536	25.8903	0.0079%
	"Motley County, TX"	"48345"	"White"	"2106-3"	10	4371	Unreliable	109.7094	420.7367	72.3468	0.0009%
	"Nacogdoches County, TX"	"48347"	"Black or African American"	"2054-5"	50	47193	105.9479	78.6367	139.6796	14.9833	0.0047%
	"Nacogdoches County, TX"	"48347"	"White"	"2106-3"	194	201979	96.0496	82.5335	109.5657	6.8960	0.0180%
	"Navarro County, TX"	"48349"	"Black or African American"	"2054-5"	14	26927	Unreliable	28.4248	87.2344	13.8956	0.0013%
	"Navarro County, TX"	"48349"	"White"	"2106-3"	185	165244	111.9557	95.8226	128.0887	8.2311	0.0172%
	"Newton County, TX"	"48351"	"White"	"2106-3"	63	40667	154.9168	119.0427	198.2052	19.5177	0.0059%
	"Nolan County, TX"	"48353"	"White"	"2106-3"	62	53200	116.5414	89.3511	149.4002	14.8008	0.0058%
	"Nueces County, TX"	"48355"	"Black or African American"	"2054-5"	45	61489	73.1838	53.3810	97.9258	10.9096	0.0042%
	"Nueces County, TX"	"48355"	"White"	"2106-3"	1064	1308853	81.2926	76.4079	86.1772	2.4922	0.0990%
	"Ochiltree County, TX"	"48357"	"White"	"2106-3"	29	37064	78.2430	52.4009	112.3703	14.5294	0.0027%
	"Orange County, TX"	"48361"	"Black or African American"	"2054-5"	31	29871	103.7796	70.5130	147.3068	18.6394	0.0029%
	"Orange County, TX"	"48361"	"White"	"2106-3"	415	292137	142.0566	128.3890	155.7243	6.9733	0.0386%
	"Palo Pinto County, TX"	"48363"	"White"	"2106-3"	141	108437	130.0294	108.5665	151.4923	10.9505	0.0131%
	"Panola County, TX"	"48365"	"White"	"2106-3"	123	74297	165.5518	136.2943	194.8093	14.9273	0.0114%
	"Parker County, TX"	"48367"	"White"	"2106-3"	533	554827	96.0660	87.9103	104.2217	4.1611	0.0496%
	"Parmer County, TX"	"48369"	"White"	"2106-3"	32	36428	87.8445	60.0856	124.0101	15.5289	0.0030%
	"Pecos County, TX"	"48371"	"White"	"2106-3"	52	56750	91.6300	68.4338	120.1608	12.7068	0.0048%
	"Polk County, TX"	"48373"	"White"	"2106-3"	335	175580	190.7962	170.3646	211.2279	10.4243	0.0312%
	"Potter County, TX"	"48375"	"Black or African American"	"2054-5"	43	52281	82.2479	59.5228	110.7870	12.5427	0.0040%
	"Potter County, TX"	"48375"	"White"	"2106-3"	533	373582	142.6728	130.5603	154.7853	6.1798	0.0496%
	"Presidio County, TX"	"48377"	"White"	"2106-3"	20	24368	82.0749	50.1338	126.7580	18.3525	0.0019%
	"Rains County, TX"	"48379"	"White"	"2106-3"	77	46364	166.0771	131.0647	207.5682	18.9262	0.0072%
	"Randall County, TX"	"48381"	"White"	"2106-3"	474	508773	93.1653	84.7780	101.5526	4.2792	0.0441%
	"Reagan County, TX"	"48383"	"White"	"2106-3"	10	13458	Unreliable	35.6323	136.6503	23.4974	0.0009%
	"Real County, TX"	"48385"	"White"	"2106-3"	25	12360	202.2654	130.8960	298.5841	40.4531	0.0023%
	"Red River County, TX"	"48387"	"Black or African American"	"2054-5"	10	7840	Unreliable	61.1658	234.5714	40.3352	0.0009%
	"Red River County, TX"	"48387"	"White"	"2106-3"	82	37924	216.2219	171.9678	268.3876	23.8777	0.0076%
	"Reeves County, TX"	"48389"	"White"	"2106-3"	34	56306	60.3843	41.8180	84.3811	10.3558	0.0032%
	"Refugio County, TX"	"48391"	"White"	"2106-3"	36	24733	145.5545	101.9449	201.5086	24.2591	0.0033%
	"Robertson County, TX"	"48395"	"White"	"2106-3"	61	52066	117.1590	89.6173	150.4954	15.0007	0.0057%
	"Rockwall County, TX"	"48397"	"Black or African American"	"2054-5"	13	33928	Unreliable	20.4020	65.5223	10.6271	0.0012%
	"Rockwall County, TX"	"48397"	"White"	"2106-3"	226	369927	61.0931	53.1280	69.0583	4.0639	0.0210%
	"Runnels County, TX"	"48399"	"White"	"2106-3"	53	37865	139.9709	104.8480	183.0848	19.2265	0.0049%
	"Rusk County, TX"	"48401"	"Black or African American"	"2054-5"	19	37804	Unreliable	30.2596	78.4858	11.5303	0.0018%
	"Rusk County, TX"	"48401"	"White"	"2106-3"	218	170084	128.1720	111.1574	145.1865	8.6809	0.0203%
	"Sabine County, TX"	"48403"	"White"	"2106-3"	81	37316	217.0651	172.3801	269.7923	24.1183	0.0075%
	"San Augustine County, TX"	"48405"	"Black or African American"	"2054-5"	10	7034	Unreliable	68.1746	261.4501	44.9570	0.0009%
	"San Augustine County, TX"	"48405"	"White"	"2106-3"	47	24629	190.8319	140.2157	253.7664	27.8357	0.0044%
	"San Jacinto County, TX"	"48407"	"Black or African American"	"2054-5"	11	10842	Unreliable	50.6475	181.5355	30.5905	0.0010%
	"San Jacinto County, TX"	"48407"	"White"	"2106-3"	153	99373	153.9654	129.5685	178.3622	12.4474	0.0142%
	"San Patricio County, TX"	"48409"	"White"	"2106-3"	257	253972	101.1923	88.8203	113.5642	6.3122	0.0239%
	"San Saba County, TX"	"48411"	"White"	"2106-3"	21	22035	95.3029	58.9944	145.6810	20.7968	0.0020%
	"Schleicher County, TX"	"48413"	"White"	"2106-3"	11	10230	Unreliable	53.6774	192.3957	32.4206	0.0010%
	"Scurry County, TX"	"48415"	"White"	"2106-3"	90	60477	148.8169	119.6667	182.9213	15.6867	0.0084%
	"Shackelford County, TX"	"48417"	"White"	"2106-3"	11	12344	Unreliable	44.4848	159.4465	26.8683	0.0010%
	"Shelby County, TX"	"48419"	"Black or African American"	"2054-5"	24	17683	135.7236	86.9608	201.9458	27.7045	0.0022%
	"Shelby County, TX"	"48419"	"White"	"2106-3"	121	77722	155.6831	127.9432	183.4230	14.1530	0.0113%
	"Sherman County, TX"	"48421"	"White"	"2106-3"	14	11266	Unreliable	67.9384	208.5001	33.2119	0.0013%
	"Smith County, TX"	"48423"	"Black or African American"	"2054-5"	106	166983	63.4795	51.3948	75.5642	6.1657	0.0099%
	"Smith County, TX"	"48423"	"White"	"2106-3"	750	726645	103.2141	95.8271	110.6010	3.7688	0.0698%
	"Somervell County, TX"	"48425"	"White"	"2106-3"	43	34421	124.9237	90.4073	168.2710	19.0507	0.0040%
	"Starr County, TX"	"48427"	"White"	"2106-3"	152	255897	59.3989	49.9558	68.8420	4.8179	0.0141%
	"Stephens County, TX"	"48429"	"White"	"2106-3"	49	34754	140.9910	104.3065	186.3971	20.1416	0.0046%
	"Sutton County, TX"	"48435"	"White"	"2106-3"	16	13962	Unreliable	65.5024	186.0983	28.6492	0.0015%
	"Swisher County, TX"	"48437"	"White"	"2106-3"	30	25294	118.6052	80.0229	169.3160	21.6542	0.0028%
	"Tarrant County, TX"	"48439"	"Asian"	"A"	103	498868	20.6467	16.6594	24.6341	2.0344	0.0096%
	"Tarrant County, TX"	"48439"	"Black or African American"	"2054-5"	531	1524080	34.8407	31.8773	37.8041	1.5120	0.0494%
	"Tarrant County, TX"	"48439"	"White"	"2106-3"	4224	6097828	69.2706	67.1815	71.3596	1.0658	0.3929%
	"Taylor County, TX"	"48441"	"Black or African American"	"2054-5"	26	46664	55.7175	36.3963	81.6389	10.9271	0.0024%
	"Taylor County, TX"	"48441"	"White"	"2106-3"	591	475517	124.2858	114.2654	134.3061	5.1124	0.0550%
	"Terry County, TX"	"48445"	"White"	"2106-3"	46	44440	103.5104	75.7830	138.0683	15.2618	0.0043%
	"Titus County, TX"	"48449"	"Black or African American"	"2054-5"	11	12984	Unreliable	42.2921	151.5872	25.5439	0.0010%
	"Titus County, TX"	"48449"	"White"	"2106-3"	111	109859	101.0386	82.2419	119.8353	9.5902	0.0103%
	"Tom Green County, TX"	"48451"	"Black or African American"	"2054-5"	19	21151	Unreliable	54.0841	140.2807	20.6085	0.0018%
	"Tom Green County, TX"	"48451"	"White"	"2106-3"	451	431841	104.4366	94.7978	114.0753	4.9177	0.0420%
	"Travis County, TX"	"48453"	"Asian"	"A"	39	388442	10.0401	7.1395	13.7251	1.6077	0.0036%
	"Travis County, TX"	"48453"	"Black or African American"	"2054-5"	182	460137	39.5534	33.8069	45.3000	2.9319	0.0169%
	"Travis County, TX"	"48453"	"White"	"2106-3"	1553	4071604	38.1422	36.2452	40.0393	0.9679	0.1445%
	"Trinity County, TX"	"48455"	"White"	"2106-3"	106	50882	208.3251	168.6659	247.9844	20.2343	0.0099%
	"Tyler County, TX"	"48457"	"White"	"2106-3"	143	72905	196.1457	163.9967	228.2946	16.4025	0.0133%
	"Upshur County, TX"	"48459"	"Black or African American"	"2054-5"	14	13172	Unreliable	58.1077	178.3299	28.4061	0.0013%
	"Upshur County, TX"	"48459"	"White"	"2106-3"	209	147054	142.1247	122.8560	161.3934	9.8310	0.0194%
	"Upton County, TX"	"48461"	"White"	"2106-3"	10	12948	Unreliable	37.0358	142.0327	24.4229	0.0009%
	"Uvalde County, TX"	"48463"	"White"	"2106-3"	92	100082	91.9246	74.1041	112.7373	9.5838	0.0086%
	"Val Verde County, TX"	"48465"	"White"	"2106-3"	144	184152	78.1963	65.4242	90.9683	6.5164	0.0134%
	"Van Zandt County, TX"	"48467"	"White"	"2106-3"	298	216629	137.5624	121.9436	153.1812	7.9688	0.0277%
	"Victoria County, TX"	"48469"	"Black or African American"	"2054-5"	14	24039	Unreliable	31.8397	97.7146	15.5649	0.0013%
	"Victoria County, TX"	"48469"	"White"	"2106-3"	264	328041	80.4777	70.7697	90.1857	4.9531	0.0246%
	"Walker County, TX"	"48471"	"Black or African American"	"2054-5"	30	69281	43.3019	29.2158	61.8161	7.9058	0.0028%
	"Walker County, TX"	"48471"	"White"	"2106-3"	182	215310	84.5293	72.2485	96.8101	6.2657	0.0169%
	"Waller County, TX"	"48473"	"Black or African American"	"2054-5"	17	54122	Unreliable	18.2979	50.2914	7.6182	0.0016%
	"Waller County, TX"	"48473"	"White"	"2106-3"	118	160722	73.4187	60.1716	86.6658	6.7587	0.0110%
	"Ward County, TX"	"48475"	"White"	"2106-3"	51	42354	120.4137	89.6564	158.3223	16.8613	0.0047%
	"Washington County, TX"	"48477"	"Black or African American"	"2054-5"	15	24652	Unreliable	34.0555	100.3580	15.7106	0.0014%
	"Washington County, TX"	"48477"	"White"	"2106-3"	84	112593	74.6050	59.5079	92.3662	8.1401	0.0078%
	"Webb County, TX"	"48479"	"White"	"2106-3"	495	1071585	46.1933	42.1238	50.2627	2.0762	0.0460%
	"Wharton County, TX"	"48481"	"Black or African American"	"2054-5"	27	22743	118.7178	78.2362	172.7285	22.8473	0.0025%
	"Wharton County, TX"	"48481"	"White"	"2106-3"	135	139596	96.7076	80.3940	113.0212	8.3233	0.0126%
	"Wheeler County, TX"	"48483"	"White"	"2106-3"	31	18578	166.8640	113.3758	236.8501	29.9697	0.0029%
	"Wichita County, TX"	"48485"	"Black or African American"	"2054-5"	38	58990	64.4177	45.5858	88.4184	10.4499	0.0035%
	"Wichita County, TX"	"48485"	"White"	"2106-3"	500	433465	115.3496	105.2387	125.4604	5.1586	0.0465%
	"Wilbarger County, TX"	"48487"	"White"	"2106-3"	70	42817	163.4865	127.4459	206.5553	19.5404	0.0065%
	"Willacy County, TX"	"48489"	"White"	"2106-3"	70	80089	87.4028	68.1348	110.4281	10.4466	0.0065%
	"Williamson County, TX"	"48491"	"Asian"	"A"	18	202897	Unreliable	5.2578	14.0208	2.0910	0.0017%
	"Williamson County, TX"	"48491"	"Black or African American"	"2054-5"	30	181078	16.5674	11.1781	23.6510	3.0248	0.0028%
	"Williamson County, TX"	"48491"	"White"	"2106-3"	1026	1936916	52.9708	49.7295	56.2121	1.6537	0.0954%
	"Wilson County, TX"	"48493"	"White"	"2106-3"	161	193956	83.0085	70.1862	95.8308	6.5420	0.0150%
	"Winkler County, TX"	"48495"	"White"	"2106-3"	35	28651	122.1598	85.0892	169.8949	20.6488	0.0033%
	"Wise County, TX"	"48497"	"White"	"2106-3"	252	265859	94.7871	83.0839	106.4903	5.9710	0.0234%
	"Wood County, TX"	"48499"	"White"	"2106-3"	301	166705	180.5585	160.1603	200.9566	10.4072	0.0280%
	"Yoakum County, TX"	"48501"	"White"	"2106-3"	27	31775	84.9725	55.9977	123.6307	16.3530	0.0025%
	"Young County, TX"	"48503"	"White"	"2106-3"	120	67990	176.4965	144.9173	208.0758	16.1119	0.0112%
	"Zapata County, TX"	"48505"	"White"	"2106-3"	31	55529	55.8267	37.9314	79.2415	10.0268	0.0029%
	"Zavala County, TX"	"48507"	"White"	"2106-3"	27	43493	62.0790	40.9107	90.3218	11.9471	0.0025%
	"Beaver County, UT"	"49001"	"White"	"2106-3"	20	25687	77.8604	47.5595	120.2492	17.4101	0.0019%
	"Box Elder County, UT"	"49003"	"White"	"2106-3"	134	216564	61.8755	51.3988	72.3521	5.3452	0.0125%
	"Cache County, UT"	"49005"	"White"	"2106-3"	163	485332	33.5853	28.4293	38.7412	2.6306	0.0152%
	"Carbon County, UT"	"49007"	"White"	"2106-3"	128	77486	165.1911	136.5732	193.8090	14.6010	0.0119%
	"Davis County, UT"	"49011"	"White"	"2106-3"	600	1318450	45.5080	41.8666	49.1494	1.8579	0.0558%
	"Duchesne County, UT"	"49013"	"White"	"2106-3"	65	72335	89.8597	69.3519	114.5334	11.1457	0.0060%
	"Emery County, UT"	"49015"	"White"	"2106-3"	50	38615	129.4834	96.1051	170.7083	18.3117	0.0047%
	"Garfield County, UT"	"49017"	"White"	"2106-3"	20	18950	105.5409	64.4675	162.9995	23.5997	0.0019%
	"Grand County, UT"	"49019"	"White"	"2106-3"	29	35060	82.7153	55.3961	118.7933	15.3599	0.0027%
	"Iron County, UT"	"49021"	"White"	"2106-3"	127	209843	60.5214	49.9954	71.0474	5.3704	0.0118%
	"Juab County, UT"	"49023"	"White"	"2106-3"	40	45848	87.2448	62.3286	118.8030	13.7946	0.0037%
	"Kane County, UT"	"49025"	"White"	"2106-3"	24	29809	80.5126	51.5860	119.7963	16.4346	0.0022%
	"Millard County, UT"	"49027"	"White"	"2106-3"	42	49370	85.0719	61.3122	114.9925	13.1269	0.0039%
	"Morgan County, UT"	"49029"	"White"	"2106-3"	24	47921	50.0824	32.0888	74.5186	10.2230	0.0022%
	"Piute County, UT"	"49031"	"White"	"2106-3"	13	5661	Unreliable	122.2749	392.6937	63.6911	0.0012%
	"Salt Lake County, UT"	"49035"	"American Indian or Alaska Native"	"1002-5"	11	65800	Unreliable	8.3453	29.9120	5.0405	0.0010%
	"Salt Lake County, UT"	"49035"	"Asian"	"A"	42	213668	19.6567	14.1668	26.5701	3.0331	0.0039%
	"Salt Lake County, UT"	"49035"	"Black or African American"	"2054-5"	21	104312	20.1319	12.4621	30.7738	4.3931	0.0020%
	"Salt Lake County, UT"	"49035"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	15	84477	Unreliable	9.9380	29.2864	4.5847	0.0014%
	"Salt Lake County, UT"	"49035"	"White"	"2106-3"	2077	4058184	51.1805	48.9794	53.3816	1.1230	0.1932%
	"Salt Lake County, UT"	"49035"	"More than one race"	"M"	11	138567	Unreliable	3.9628	14.2040	2.3935	0.0010%
	"San Juan County, UT"	"49037"	"American Indian or Alaska Native"	"1002-5"	27	29527	91.4417	60.2610	133.0431	17.5980	0.0025%
	"San Juan County, UT"	"49037"	"White"	"2106-3"	17	28941	Unreliable	34.2185	94.0489	14.2466	0.0016%
	"Sanpete County, UT"	"49039"	"White"	"2106-3"	88	114518	76.8438	61.6310	94.6739	8.1916	0.0082%
	"Sevier County, UT"	"49041"	"White"	"2106-3"	83	83287	99.6554	79.3745	123.5378	10.9386	0.0077%
	"Summit County, UT"	"49043"	"White"	"2106-3"	34	160250	21.2168	14.6933	29.6484	3.6387	0.0032%
	"Tooele County, UT"	"49045"	"White"	"2106-3"	154	275058	55.9882	47.1453	64.8310	4.5117	0.0143%
	"Uintah County, UT"	"49047"	"White"	"2106-3"	114	126179	90.3478	73.7626	106.9331	8.4619	0.0106%
	"Utah County, UT"	"49049"	"White"	"2106-3"	704	2402087	29.3078	27.1429	31.4728	1.1046	0.0655%
	"Wasatch County, UT"	"49051"	"White"	"2106-3"	51	132317	38.5438	28.6986	50.6782	5.3972	0.0047%
	"Washington County, UT"	"49053"	"White"	"2106-3"	511	675622	75.6340	69.0761	82.1919	3.3459	0.0475%
	"Wayne County, UT"	"49055"	"White"	"2106-3"	14	10243	Unreliable	74.7236	229.3236	36.5289	0.0013%
	"Weber County, UT"	"49057"	"Black or African American"	"2054-5"	11	18182	Unreliable	30.2013	108.2504	18.2413	0.0010%
	"Weber County, UT"	"49057"	"White"	"2106-3"	712	964177	73.8454	68.4211	79.2696	2.7675	0.0662%
	"Addison County, VT"	"50001"	"White"	"2106-3"	101	139584	72.3579	58.2461	86.4696	7.1999	0.0094%
	"Bennington County, VT"	"50003"	"White"	"2106-3"	183	137091	133.4880	114.1473	152.8287	9.8677	0.0170%
	"Caledonia County, VT"	"50005"	"White"	"2106-3"	112	115562	96.9177	78.9683	114.8671	9.1579	0.0104%
	"Chittenden County, VT"	"50007"	"White"	"2106-3"	325	595597	54.5671	48.6345	60.4997	3.0268	0.0302%
	"Essex County, VT"	"50009"	"White"	"2106-3"	35	23538	148.6957	103.5725	206.8001	25.1342	0.0033%
	"Franklin County, VT"	"50011"	"White"	"2106-3"	141	188626	74.7511	62.4125	87.0896	6.2952	0.0131%
	"Grand Isle County, VT"	"50013"	"White"	"2106-3"	16	27194	Unreliable	33.6304	95.5470	14.7091	0.0015%
	"Lamoille County, VT"	"50015"	"White"	"2106-3"	72	97998	73.4709	57.4866	92.5241	8.6586	0.0067%
	"Orange County, VT"	"50017"	"White"	"2106-3"	98	112580	87.0492	70.6709	106.0851	8.7933	0.0091%
	"Orleans County, VT"	"50019"	"White"	"2106-3"	117	104184	112.3013	91.9521	132.6505	10.3823	0.0109%
	"Rutland County, VT"	"50021"	"White"	"2106-3"	256	226869	112.8404	99.0175	126.6634	7.0525	0.0238%
	"Washington County, VT"	"50023"	"White"	"2106-3"	175	224803	77.8459	66.3121	89.3798	5.8846	0.0163%
	"Windham County, VT"	"50025"	"White"	"2106-3"	169	163802	103.1733	87.6180	118.7287	7.9364	0.0157%
	"Windsor County, VT"	"50027"	"White"	"2106-3"	191	214238	89.1532	76.5094	101.7969	6.4509	0.0178%
	"Accomack County, VA"	"51001"	"Black or African American"	"2054-5"	25	37438	66.7771	43.2148	98.5763	13.3554	0.0023%
	"Accomack County, VA"	"51001"	"White"	"2106-3"	127	88279	143.8621	118.8413	168.8828	12.7657	0.0118%
	"Albemarle County, VA"	"51003"	"Black or African American"	"2054-5"	17	42853	Unreliable	23.1097	63.5164	9.6215	0.0016%
	"Albemarle County, VA"	"51003"	"White"	"2106-3"	245	360482	67.9646	59.4540	76.4751	4.3421	0.0228%
	"Alleghany County, VA"	"51005"	"White"	"2106-3"	97	55108	176.0180	142.7383	214.7279	17.8719	0.0090%
	"Amelia County, VA"	"51007"	"Black or African American"	"2054-5"	15	10626	Unreliable	79.0076	232.8275	36.4482	0.0014%
	"Amelia County, VA"	"51007"	"White"	"2106-3"	49	40153	122.0332	90.2814	161.3340	17.4333	0.0046%
	"Amherst County, VA"	"51009"	"Black or African American"	"2054-5"	20	24056	83.1393	50.7840	128.4021	18.5905	0.0019%
	"Amherst County, VA"	"51009"	"White"	"2106-3"	128	97121	131.7944	108.9622	154.6266	11.6491	0.0119%
	"Appomattox County, VA"	"51011"	"White"	"2106-3"	62	50498	122.7771	94.1320	157.3942	15.5927	0.0058%
	"Arlington County, VA"	"51013"	"Asian"	"A"	17	104851	Unreliable	9.4450	25.9594	3.9323	0.0016%
	"Arlington County, VA"	"51013"	"Black or African American"	"2054-5"	39	93647	41.6458	29.6143	56.9310	6.6687	0.0036%
	"Arlington County, VA"	"51013"	"White"	"2106-3"	214	707037	30.2672	26.2119	34.3224	2.0690	0.0199%
	"Augusta County, VA"	"51015"	"White"	"2106-3"	311	282750	109.9912	97.7666	122.2157	6.2370	0.0289%
	"Bath County, VA"	"51017"	"White"	"2106-3"	31	15559	199.2416	135.3747	282.8075	35.7848	0.0029%
	"Bedford County, VA"	"51019"	"Black or African American"	"2054-5"	25	22644	110.4045	71.4483	162.9792	22.0809	0.0023%
	"Bedford County, VA"	"51019"	"White"	"2106-3"	322	284378	113.2296	100.8619	125.5972	6.3100	0.0300%
	"Bland County, VA"	"51021"	"White"	"2106-3"	38	23544	161.3999	114.2163	221.5343	26.1825	0.0035%
	"Botetourt County, VA"	"51023"	"White"	"2106-3"	138	126251	109.3061	91.0688	127.5434	9.3048	0.0128%
	"Brunswick County, VA"	"51025"	"Black or African American"	"2054-5"	26	35346	73.5585	48.0506	107.7802	14.4260	0.0024%
	"Brunswick County, VA"	"51025"	"White"	"2106-3"	56	27382	204.5139	154.4878	265.5777	27.3293	0.0052%
	"Buchanan County, VA"	"51027"	"White"	"2106-3"	195	78780	247.5248	212.7825	282.2670	17.7256	0.0181%
	"Buckingham County, VA"	"51029"	"Black or African American"	"2054-5"	21	22913	91.6510	56.7338	140.0987	19.9999	0.0020%
	"Buckingham County, VA"	"51029"	"White"	"2106-3"	57	43276	131.7127	99.7579	170.6496	17.4458	0.0053%
	"Campbell County, VA"	"51031"	"Black or African American"	"2054-5"	18	32892	Unreliable	32.4331	86.4883	12.8987	0.0017%
	"Campbell County, VA"	"51031"	"White"	"2106-3"	185	179608	103.0021	88.1593	117.8449	7.5729	0.0172%
	"Caroline County, VA"	"51033"	"Black or African American"	"2054-5"	33	33501	98.5045	67.8056	138.3368	17.1474	0.0031%
	"Caroline County, VA"	"51033"	"White"	"2106-3"	84	83388	100.7339	80.3494	124.7156	10.9910	0.0078%
	"Carroll County, VA"	"51035"	"White"	"2106-3"	186	115131	161.5551	138.3373	184.7729	11.8458	0.0173%
	"Charles City County, VA"	"51036"	"Black or African American"	"2054-5"	20	12153	164.5684	100.5233	254.1628	36.7986	0.0019%
	"Charlotte County, VA"	"51037"	"Black or African American"	"2054-5"	14	13020	Unreliable	58.7860	180.4118	28.7378	0.0013%
	"Charlotte County, VA"	"51037"	"White"	"2106-3"	47	32804	143.2752	105.2729	190.5259	20.8988	0.0044%
	"Chesterfield County, VA"	"51041"	"Asian"	"A"	21	53310	39.3922	24.3846	60.2154	8.5961	0.0020%
	"Chesterfield County, VA"	"51041"	"Black or African American"	"2054-5"	142	354100	40.1017	33.5058	46.6976	3.3653	0.0132%
	"Chesterfield County, VA"	"51041"	"White"	"2106-3"	830	970149	85.5539	79.7334	91.3743	2.9696	0.0772%
	"Clarke County, VA"	"51043"	"White"	"2106-3"	49	53174	92.1503	68.1737	121.8273	13.1643	0.0046%
	"Craig County, VA"	"51045"	"White"	"2106-3"	33	19692	167.5807	115.3542	235.3454	29.1721	0.0031%
	"Culpeper County, VA"	"51047"	"Black or African American"	"2054-5"	19	30644	Unreliable	37.3298	96.8241	14.2243	0.0018%
	"Culpeper County, VA"	"51047"	"White"	"2106-3"	162	168024	96.4148	81.5677	111.2619	7.5751	0.0151%
	"Cumberland County, VA"	"51049"	"Black or African American"	"2054-5"	15	11999	Unreliable	69.9671	206.1859	32.2776	0.0014%
