"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Calhoun County, TX"	"48057"	"2020"	"2020"	16	21001	Unreliable	43.5476	123.7229	19.0467	0.0015%
	"Calhoun County, TX"	"48057"	"2021 "	"2021"	20	19727	101.3839	61.9283	156.5793	22.6701	0.0019%
	"Callahan County, TX"	"48059"	"2018"	"2018"	25	13994	178.6480	115.6120	263.7202	35.7296	0.0023%
	"Callahan County, TX"	"48059"	"2019"	"2019"	16	13943	Unreliable	65.5916	186.3519	28.6882	0.0015%
	"Callahan County, TX"	"48059"	"2020"	"2020"	20	14110	141.7434	86.5811	218.9114	31.6948	0.0019%
	"Callahan County, TX"	"48059"	"2021 "	"2021"	29	14115	205.4552	137.5974	295.0686	38.1521	0.0027%
	"Cameron County, TX"	"48061"	"2018"	"2018"	251	423908	59.2110	51.8857	66.5362	3.7374	0.0233%
	"Cameron County, TX"	"48061"	"2019"	"2019"	218	423163	51.5168	44.6780	58.3555	3.4892	0.0203%
	"Cameron County, TX"	"48061"	"2020"	"2020"	250	424180	58.9372	51.6313	66.2432	3.7275	0.0233%
	"Cameron County, TX"	"48061"	"2021 "	"2021"	229	423029	54.1334	47.1220	61.1448	3.5772	0.0213%
	"Camp County, TX"	"48063"	"2018"	"2018"	15	13033	Unreliable	64.4161	189.8277	29.7167	0.0014%
	"Camp County, TX"	"48063"	"2019"	"2019"	18	13094	Unreliable	81.4715	217.2578	32.4014	0.0017%
	"Camp County, TX"	"48063"	"2020"	"2020"	21	13060	160.7963	99.5361	245.7949	35.0886	0.0020%
	"Camp County, TX"	"48063"	"2021 "	"2021"	25	12616	198.1611	128.2399	292.5254	39.6322	0.0023%
	"Carson County, TX"	"48065"	"2019"	"2019"	12	5926	Unreliable	104.6325	353.7226	58.4560	0.0011%
	"Cass County, TX"	"48067"	"2018"	"2018"	37	30119	122.8460	86.4947	169.3273	20.1958	0.0034%
	"Cass County, TX"	"48067"	"2019"	"2019"	43	30026	143.2092	103.6405	192.9014	21.8392	0.0040%
	"Cass County, TX"	"48067"	"2020"	"2020"	53	29879	177.3821	132.8716	232.0193	24.3653	0.0049%
	"Cass County, TX"	"48067"	"2021 "	"2021"	36	28560	126.0504	88.2845	174.5067	21.0084	0.0033%
	"Castro County, TX"	"48069"	"2021 "	"2021"	13	7374	Unreliable	93.8701	301.4699	48.8955	0.0012%
	"Chambers County, TX"	"48071"	"2018"	"2018"	28	42454	65.9537	43.8256	95.3216	12.4641	0.0026%
	"Chambers County, TX"	"48071"	"2019"	"2019"	35	43837	79.8412	55.6126	111.0400	13.4956	0.0033%
	"Chambers County, TX"	"48071"	"2020"	"2020"	31	45590	67.9974	46.2008	96.5168	12.2127	0.0029%
	"Chambers County, TX"	"48071"	"2021 "	"2021"	29	48865	59.3472	39.7460	85.2326	11.0205	0.0027%
	"Cherokee County, TX"	"48073"	"2018"	"2018"	70	52592	133.1001	103.7582	168.1640	15.9085	0.0065%
	"Cherokee County, TX"	"48073"	"2019"	"2019"	59	52646	112.0693	85.3127	144.5615	14.5902	0.0055%
	"Cherokee County, TX"	"48073"	"2020"	"2020"	58	52875	109.6927	83.2940	141.8030	14.4034	0.0054%
	"Cherokee County, TX"	"48073"	"2021 "	"2021"	61	51097	119.3808	91.3168	153.3494	15.2851	0.0057%
	"Childress County, TX"	"48075"	"2018"	"2018"	12	7291	Unreliable	85.0435	287.4997	47.5120	0.0011%
	"Childress County, TX"	"48075"	"2019"	"2019"	11	7306	Unreliable	75.1601	269.3961	45.3959	0.0010%
	"Clay County, TX"	"48077"	"2018"	"2018"	10	10456	Unreliable	45.8627	175.8837	30.2437	0.0009%
	"Clay County, TX"	"48077"	"2019"	"2019"	17	10471	Unreliable	94.5772	259.9437	39.3764	0.0016%
	"Clay County, TX"	"48077"	"2020"	"2020"	15	10550	Unreliable	79.5768	234.5047	36.7107	0.0014%
	"Clay County, TX"	"48077"	"2021 "	"2021"	16	10263	Unreliable	89.1108	253.1720	38.9750	0.0015%
	"Coleman County, TX"	"48083"	"2018"	"2018"	20	8397	238.1803	145.4877	367.8504	53.2587	0.0019%
	"Coleman County, TX"	"48083"	"2019"	"2019"	25	8175	305.8104	197.9052	451.4373	61.1621	0.0023%
	"Coleman County, TX"	"48083"	"2020"	"2020"	14	8100	Unreliable	94.4931	289.9953	46.1933	0.0013%
	"Coleman County, TX"	"48083"	"2021 "	"2021"	19	7735	Unreliable	147.8905	383.5912	56.3529	0.0018%
	"Collin County, TX"	"48085"	"2018"	"2018"	438	1005146	43.5758	39.4948	47.6567	2.0821	0.0407%
	"Collin County, TX"	"48085"	"2019"	"2019"	428	1034730	41.3634	37.4447	45.2822	1.9994	0.0398%
	"Collin County, TX"	"48085"	"2020"	"2020"	413	1072069	38.5236	34.8082	42.2391	1.8956	0.0384%
	"Collin County, TX"	"48085"	"2021 "	"2021"	424	1109462	38.2167	34.5790	41.8544	1.8560	0.0394%
	"Colorado County, TX"	"48089"	"2018"	"2018"	34	21217	160.2489	110.9771	223.9318	27.4825	0.0032%
	"Colorado County, TX"	"48089"	"2019"	"2019"	21	21493	97.7062	60.4821	149.3547	21.3212	0.0020%
	"Colorado County, TX"	"48089"	"2020"	"2020"	20	21610	92.5497	56.5322	142.9357	20.6948	0.0019%
	"Colorado County, TX"	"48089"	"2021 "	"2021"	11	20630	Unreliable	26.6175	95.4051	16.0767	0.0010%
	"Comal County, TX"	"48091"	"2018"	"2018"	162	148373	109.1843	92.3708	125.9978	8.5783	0.0151%
	"Comal County, TX"	"48091"	"2019"	"2019"	132	156209	84.5022	70.0864	98.9179	7.3550	0.0123%
	"Comal County, TX"	"48091"	"2020"	"2020"	137	164812	83.1250	69.2054	97.0446	7.1018	0.0127%
	"Comal County, TX"	"48091"	"2021 "	"2021"	147	174986	84.0067	70.4264	97.5871	6.9288	0.0137%
	"Comanche County, TX"	"48093"	"2018"	"2018"	19	13534	Unreliable	84.5229	219.2314	32.2070	0.0018%
	"Comanche County, TX"	"48093"	"2019"	"2019"	21	13635	154.0154	95.3386	235.4295	33.6089	0.0020%
	"Comanche County, TX"	"48093"	"2020"	"2020"	18	13750	Unreliable	77.5846	206.8927	30.8556	0.0017%
	"Comanche County, TX"	"48093"	"2021 "	"2021"	20	13775	145.1906	88.6868	224.2352	32.4656	0.0019%
	"Cooke County, TX"	"48097"	"2018"	"2018"	38	40574	93.6560	66.2766	128.5504	15.1930	0.0035%
	"Cooke County, TX"	"48097"	"2019"	"2019"	55	41257	133.3107	100.4283	173.5226	17.9756	0.0051%
	"Cooke County, TX"	"48097"	"2020"	"2020"	50	41393	120.7934	89.6553	159.2516	17.0828	0.0047%
	"Cooke County, TX"	"48097"	"2021 "	"2021"	45	42244	106.5240	77.6997	142.5376	15.8797	0.0042%
	"Coryell County, TX"	"48099"	"2018"	"2018"	58	74808	77.5318	58.8730	100.2277	10.1804	0.0054%
	"Coryell County, TX"	"48099"	"2019"	"2019"	73	75951	96.1146	75.3385	120.8497	11.2494	0.0068%
	"Coryell County, TX"	"48099"	"2020"	"2020"	62	76737	80.7954	61.9451	103.5757	10.2610	0.0058%
	"Coryell County, TX"	"48099"	"2021 "	"2021"	49	84232	58.1727	43.0367	76.9072	8.3104	0.0046%
	"Crosby County, TX"	"48107"	"2019"	"2019"	14	5737	Unreliable	133.4136	409.4408	65.2198	0.0013%
	"Dallam County, TX"	"48111"	"2020"	"2020"	10	7273	Unreliable	65.9343	252.8585	43.4797	0.0009%
	"Dallam County, TX"	"48111"	"2021 "	"2021"	12	7172	Unreliable	86.4545	292.2699	48.3004	0.0011%
	"Dallas County, TX"	"48113"	"2018"	"2018"	1431	2637772	54.2503	51.4395	57.0612	1.4341	0.1331%
	"Dallas County, TX"	"48113"	"2019"	"2019"	1265	2635516	47.9982	45.3531	50.6433	1.3495	0.1177%
	"Dallas County, TX"	"48113"	"2020"	"2020"	1283	2635888	48.6743	46.0109	51.3377	1.3589	0.1193%
	"Dallas County, TX"	"48113"	"2021 "	"2021"	1223	2586050	47.2922	44.6417	49.9427	1.3523	0.1138%
	"Dawson County, TX"	"48115"	"2018"	"2018"	17	12619	Unreliable	78.4783	215.6962	32.6738	0.0016%
	"Dawson County, TX"	"48115"	"2019"	"2019"	16	12728	Unreliable	71.8529	204.1408	31.4268	0.0015%
	"Dawson County, TX"	"48115"	"2020"	"2020"	16	12974	Unreliable	70.4905	200.2701	30.8309	0.0015%
	"Dawson County, TX"	"48115"	"2021 "	"2021"	12	12413	Unreliable	49.9518	168.8681	27.9070	0.0011%
	"Deaf Smith County, TX"	"48117"	"2020"	"2020"	15	18277	Unreliable	45.9340	135.3628	21.1905	0.0014%
	"Deaf Smith County, TX"	"48117"	"2021 "	"2021"	14	18329	Unreliable	41.7586	128.1555	20.4139	0.0013%
	"Delta County, TX"	"48119"	"2020"	"2020"	14	5349	Unreliable	143.0910	439.1404	69.9506	0.0013%
	"Denton County, TX"	"48121"	"2018"	"2018"	403	859064	46.9115	42.3313	51.4917	2.3368	0.0375%
	"Denton County, TX"	"48121"	"2019"	"2019"	379	887207	42.7183	38.4175	47.0191	2.1943	0.0353%
	"Denton County, TX"	"48121"	"2020"	"2020"	381	919324	41.4435	37.2820	45.6050	2.1232	0.0354%
	"Denton County, TX"	"48121"	"2021 "	"2021"	360	941647	38.2309	34.2816	42.1802	2.0149	0.0335%
	"DeWitt County, TX"	"48123"	"2018"	"2018"	22	20187	108.9810	68.2973	164.9984	23.2348	0.0020%
	"DeWitt County, TX"	"48123"	"2019"	"2019"	21	20160	104.1667	64.4813	159.2302	22.7310	0.0020%
	"DeWitt County, TX"	"48123"	"2020"	"2020"	22	20174	109.0513	68.3413	165.1047	23.2498	0.0020%
	"DeWitt County, TX"	"48123"	"2021 "	"2021"	17	19918	Unreliable	49.7198	136.6538	20.7004	0.0016%
	"Dimmit County, TX"	"48127"	"2018"	"2018"	12	10308	Unreliable	60.1525	203.3527	33.6060	0.0011%
	"Dimmit County, TX"	"48127"	"2019"	"2019"	10	10124	Unreliable	47.3667	181.6515	31.2355	0.0009%
	"Dimmit County, TX"	"48127"	"2020"	"2020"	10	9925	Unreliable	48.3164	185.2937	31.8617	0.0009%
	"Duval County, TX"	"48131"	"2020"	"2020"	12	11058	Unreliable	56.0727	189.5605	31.3267	0.0011%
	"Duval County, TX"	"48131"	"2021 "	"2021"	13	9756	Unreliable	70.9510	227.8638	36.9573	0.0012%
	"Eastland County, TX"	"48133"	"2018"	"2018"	32	18322	174.6534	119.4629	246.5582	30.8747	0.0030%
	"Eastland County, TX"	"48133"	"2019"	"2019"	35	18360	190.6318	132.7827	265.1231	32.2227	0.0033%
	"Eastland County, TX"	"48133"	"2020"	"2020"	30	18388	163.1499	110.0772	232.9062	29.7870	0.0028%
	"Eastland County, TX"	"48133"	"2021 "	"2021"	32	17864	179.1312	122.5258	252.8795	31.6662	0.0030%
	"Ector County, TX"	"48135"	"2018"	"2018"	147	162124	90.6713	76.0136	105.3291	7.4784	0.0137%
	"Ector County, TX"	"48135"	"2019"	"2019"	144	166223	86.6306	72.4809	100.7803	7.2192	0.0134%
	"Ector County, TX"	"48135"	"2020"	"2020"	123	167701	73.3448	60.3828	86.3069	6.6133	0.0114%
	"Ector County, TX"	"48135"	"2021 "	"2021"	108	161091	67.0429	54.3985	79.6872	6.4512	0.0100%
	"Ellis County, TX"	"48139"	"2018"	"2018"	125	179436	69.6627	57.4503	81.8751	6.2308	0.0116%
	"Ellis County, TX"	"48139"	"2019"	"2019"	121	184826	65.4670	53.8020	77.1320	5.9515	0.0113%
	"Ellis County, TX"	"48139"	"2020"	"2020"	145	191760	75.6154	63.3075	87.9232	6.2795	0.0135%
	"Ellis County, TX"	"48139"	"2021 "	"2021"	125	202678	61.6742	50.8622	72.4861	5.5163	0.0116%
	"El Paso County, TX"	"48141"	"2018"	"2018"	437	840758	51.9769	47.1036	56.8502	2.4864	0.0407%
	"El Paso County, TX"	"48141"	"2019"	"2019"	463	839238	55.1691	50.1438	60.1944	2.5639	0.0431%
	"El Paso County, TX"	"48141"	"2020"	"2020"	450	841286	53.4895	48.5474	58.4317	2.5215	0.0419%
	"El Paso County, TX"	"48141"	"2021 "	"2021"	400	867947	46.0858	41.5694	50.6022	2.3043	0.0372%
	"Erath County, TX"	"48143"	"2018"	"2018"	31	42446	73.0340	49.6229	103.6659	13.1173	0.0029%
	"Erath County, TX"	"48143"	"2019"	"2019"	20	42698	46.8406	28.6116	72.3416	10.4739	0.0019%
	"Erath County, TX"	"48143"	"2020"	"2020"	33	43224	76.3465	52.5531	107.2187	13.2902	0.0031%
	"Erath County, TX"	"48143"	"2021 "	"2021"	25	43378	57.6329	37.2971	85.0777	11.5266	0.0023%
	"Falls County, TX"	"48145"	"2018"	"2018"	19	17335	Unreliable	65.9898	171.1611	25.1451	0.0018%
	"Falls County, TX"	"48145"	"2019"	"2019"	17	17297	Unreliable	57.2537	157.3608	23.8371	0.0016%
	"Falls County, TX"	"48145"	"2020"	"2020"	12	17275	Unreliable	35.8930	121.3407	20.0527	0.0011%
	"Falls County, TX"	"48145"	"2021 "	"2021"	23	17313	132.8481	84.2138	199.3373	27.7008	0.0021%
	"Fannin County, TX"	"48147"	"2018"	"2018"	36	35286	102.0235	71.4562	141.2433	17.0039	0.0033%
	"Fannin County, TX"	"48147"	"2019"	"2019"	50	35514	140.7895	104.4968	185.6141	19.9106	0.0047%
	"Fannin County, TX"	"48147"	"2020"	"2020"	50	35913	139.2254	103.3358	183.5519	19.6894	0.0047%
	"Fannin County, TX"	"48147"	"2021 "	"2021"	46	36569	125.7896	92.0943	167.7857	18.5467	0.0043%
	"Fayette County, TX"	"48149"	"2018"	"2018"	27	25349	106.5131	70.1932	154.9712	20.4985	0.0025%
	"Fayette County, TX"	"48149"	"2019"	"2019"	29	25346	114.4165	76.6270	164.3215	21.2466	0.0027%
	"Fayette County, TX"	"48149"	"2020"	"2020"	17	25547	Unreliable	38.7646	106.5436	16.1393	0.0016%
	"Fayette County, TX"	"48149"	"2021 "	"2021"	25	24687	101.2679	65.5355	149.4916	20.2536	0.0023%
	"Floyd County, TX"	"48153"	"2020"	"2020"	14	5672	Unreliable	134.9425	414.1329	65.9672	0.0013%
	"Fort Bend County, TX"	"48157"	"2018"	"2018"	301	787858	38.2049	33.8888	42.5210	2.2021	0.0280%
	"Fort Bend County, TX"	"48157"	"2019"	"2019"	307	811688	37.8224	33.5915	42.0533	2.1586	0.0286%
	"Fort Bend County, TX"	"48157"	"2020"	"2020"	298	839706	35.4886	31.4592	39.5180	2.0558	0.0277%
	"Fort Bend County, TX"	"48157"	"2021 "	"2021"	312	858527	36.3413	32.3088	40.3739	2.0574	0.0290%
	"Franklin County, TX"	"48159"	"2018"	"2018"	21	10766	195.0585	120.7451	298.1684	42.5653	0.0020%
	"Franklin County, TX"	"48159"	"2019"	"2019"	13	10725	Unreliable	64.5406	207.2764	33.6182	0.0012%
	"Franklin County, TX"	"48159"	"2020"	"2020"	19	10821	Unreliable	105.7142	274.1963	40.2818	0.0018%
	"Franklin County, TX"	"48159"	"2021 "	"2021"	12	10464	Unreliable	59.2557	200.3211	33.1049	0.0011%
	"Freestone County, TX"	"48161"	"2018"	"2018"	22	19808	111.0662	69.6041	168.1554	23.6794	0.0020%
	"Freestone County, TX"	"48161"	"2019"	"2019"	31	19717	157.2247	106.8263	223.1679	28.2384	0.0029%
	"Freestone County, TX"	"48161"	"2020"	"2020"	24	19874	120.7608	77.3739	179.6824	24.6502	0.0022%
	"Freestone County, TX"	"48161"	"2021 "	"2021"	20	19774	101.1429	61.7811	156.2071	22.6162	0.0019%
	"Frio County, TX"	"48163"	"2020"	"2020"	12	20379	Unreliable	30.4260	102.8588	16.9984	0.0011%
	"Frio County, TX"	"48163"	"2021 "	"2021"	11	18436	Unreliable	29.7852	106.7589	17.9899	0.0010%
	"Gaines County, TX"	"48165"	"2018"	"2018"	24	20901	114.8270	73.5720	170.8535	23.4390	0.0022%
	"Gaines County, TX"	"48165"	"2019"	"2019"	17	21492	Unreliable	46.0784	126.6457	19.1844	0.0016%
	"Gaines County, TX"	"48165"	"2020"	"2020"	19	21996	Unreliable	52.0064	134.8917	19.8168	0.0018%
	"Gaines County, TX"	"48165"	"2021 "	"2021"	14	21895	Unreliable	34.9575	107.2830	17.0891	0.0013%
	"Galveston County, TX"	"48167"	"2018"	"2018"	262	337890	77.5400	68.1508	86.9293	4.7904	0.0244%
	"Galveston County, TX"	"48167"	"2019"	"2019"	267	342139	78.0385	68.6777	87.3992	4.7759	0.0248%
	"Galveston County, TX"	"48167"	"2020"	"2020"	262	345089	75.9224	66.7291	85.1158	4.6905	0.0244%
	"Galveston County, TX"	"48167"	"2021 "	"2021"	270	355062	76.0431	66.9725	85.1136	4.6278	0.0251%
	"Gillespie County, TX"	"48171"	"2018"	"2018"	50	26804	186.5393	138.4532	245.9297	26.3806	0.0047%
	"Gillespie County, TX"	"48171"	"2019"	"2019"	34	26988	125.9819	87.2463	176.0471	21.6057	0.0032%
	"Gillespie County, TX"	"48171"	"2020"	"2020"	25	26960	92.7300	60.0102	136.8880	18.5460	0.0023%
	"Gillespie County, TX"	"48171"	"2021 "	"2021"	26	27297	95.2486	62.2192	139.5611	18.6798	0.0024%
	"Gonzales County, TX"	"48177"	"2018"	"2018"	19	20826	Unreliable	54.9281	142.4699	20.9301	0.0018%
	"Gonzales County, TX"	"48177"	"2019"	"2019"	23	20837	110.3806	69.9713	165.6249	23.0159	0.0021%
	"Gonzales County, TX"	"48177"	"2020"	"2020"	20	20948	95.4745	58.3187	147.4527	21.3487	0.0019%
	"Gonzales County, TX"	"48177"	"2021 "	"2021"	15	19641	Unreliable	42.7440	125.9623	19.7189	0.0014%
	"Gray County, TX"	"48179"	"2018"	"2018"	43	21895	196.3919	142.1288	264.5379	29.9495	0.0040%
	"Gray County, TX"	"48179"	"2019"	"2019"	41	21886	187.3344	134.4349	254.1397	29.2567	0.0038%
	"Gray County, TX"	"48179"	"2020"	"2020"	43	21658	198.5410	143.6841	267.4327	30.2772	0.0040%
	"Gray County, TX"	"48179"	"2021 "	"2021"	37	21030	175.9391	123.8770	242.5092	28.9242	0.0034%
	"Grayson County, TX"	"48181"	"2018"	"2018"	201	133991	150.0101	129.2715	170.7486	10.5809	0.0187%
	"Grayson County, TX"	"48181"	"2019"	"2019"	164	136212	120.4006	101.9732	138.8279	9.4017	0.0153%
	"Grayson County, TX"	"48181"	"2020"	"2020"	167	138318	120.7363	102.4243	139.0483	9.3429	0.0155%
	"Grayson County, TX"	"48181"	"2021 "	"2021"	166	139336	119.1365	101.0128	137.2602	9.2468	0.0154%
	"Gregg County, TX"	"48183"	"2018"	"2018"	167	123707	134.9964	114.5216	155.4712	10.4463	0.0155%
	"Gregg County, TX"	"48183"	"2019"	"2019"	147	123945	118.6010	99.4282	137.7738	9.7820	0.0137%
	"Gregg County, TX"	"48183"	"2020"	"2020"	140	124229	112.6951	94.0271	131.3631	9.5245	0.0130%
	"Gregg County, TX"	"48183"	"2021 "	"2021"	145	124201	116.7462	97.7436	135.7489	9.6952	0.0135%
	"Grimes County, TX"	"48185"	"2018"	"2018"	22	28360	77.5740	48.6149	117.4479	16.5388	0.0020%
	"Grimes County, TX"	"48185"	"2019"	"2019"	23	28880	79.6399	50.4845	119.4989	16.6061	0.0021%
	"Grimes County, TX"	"48185"	"2020"	"2020"	24	29614	81.0428	51.9257	120.5851	16.5428	0.0022%
	"Grimes County, TX"	"48185"	"2021 "	"2021"	19	30287	Unreliable	37.7698	97.9654	14.3920	0.0018%
	"Guadalupe County, TX"	"48187"	"2018"	"2018"	121	163694	73.9184	60.7475	87.0893	6.7199	0.0113%
	"Guadalupe County, TX"	"48187"	"2019"	"2019"	106	166847	63.5313	51.4367	75.6258	6.1707	0.0099%
	"Guadalupe County, TX"	"48187"	"2020"	"2020"	104	170608	60.9585	49.2426	72.6743	5.9775	0.0097%
	"Guadalupe County, TX"	"48187"	"2021 "	"2021"	107	177036	60.4397	48.9876	71.8918	5.8429	0.0100%
	"Hale County, TX"	"48189"	"2018"	"2018"	47	33830	138.9299	102.0802	184.7477	20.2650	0.0044%
	"Hale County, TX"	"48189"	"2019"	"2019"	39	33406	116.7455	83.0177	159.5946	18.6942	0.0036%
	"Hale County, TX"	"48189"	"2020"	"2020"	30	32754	91.5919	61.7970	130.7529	16.7223	0.0028%
	"Hale County, TX"	"48189"	"2021 "	"2021"	24	32220	74.4879	47.7259	110.8320	15.2048	0.0022%
	"Hamilton County, TX"	"48193"	"2018"	"2018"	19	8484	Unreliable	134.8342	349.7263	51.3779	0.0018%
	"Hamilton County, TX"	"48193"	"2019"	"2019"	15	8461	Unreliable	99.2241	292.4034	45.7745	0.0014%
	"Hamilton County, TX"	"48193"	"2021 "	"2021"	18	8229	Unreliable	129.6376	345.7011	51.5572	0.0017%
	"Hansford County, TX"	"48195"	"2018"	"2018"	10	5463	Unreliable	87.7796	336.6355	57.8854	0.0009%
	"Hardin County, TX"	"48199"	"2018"	"2018"	81	57207	141.5911	112.4431	175.9849	15.7323	0.0075%
	"Hardin County, TX"	"48199"	"2019"	"2019"	72	57602	124.9957	97.8016	157.4108	14.7309	0.0067%
	"Hardin County, TX"	"48199"	"2020"	"2020"	61	58305	104.6222	80.0276	134.3915	13.3955	0.0057%
	"Hardin County, TX"	"48199"	"2021 "	"2021"	62	56973	108.8235	83.4339	139.5063	13.8206	0.0058%
	"Harris County, TX"	"48201"	"2018"	"2018"	2243	4698619	47.7374	45.7618	49.7130	1.0080	0.2086%
	"Harris County, TX"	"48201"	"2019"	"2019"	2155	4713325	45.7214	43.7910	47.6519	0.9849	0.2005%
	"Harris County, TX"	"48201"	"2020"	"2020"	2047	4738253	43.2016	41.3300	45.0731	0.9549	0.1904%
	"Harris County, TX"	"48201"	"2021 "	"2021"	2085	4728030	44.0987	42.2058	45.9916	0.9658	0.1940%
	"Harrison County, TX"	"48203"	"2018"	"2018"	76	66726	113.8986	89.7396	142.5612	13.0651	0.0071%
	"Harrison County, TX"	"48203"	"2019"	"2019"	85	66553	127.7178	102.0158	157.9256	13.8529	0.0079%
	"Harrison County, TX"	"48203"	"2020"	"2020"	62	66386	93.3932	71.6036	119.7254	11.8609	0.0058%
	"Harrison County, TX"	"48203"	"2021 "	"2021"	84	69150	121.4751	96.8934	150.3946	13.2540	0.0078%
	"Haskell County, TX"	"48207"	"2021 "	"2021"	15	5411	Unreliable	155.1534	457.2214	71.5761	0.0014%
	"Hays County, TX"	"48209"	"2018"	"2018"	104	222631	46.7141	37.7359	55.6922	4.5807	0.0097%
	"Hays County, TX"	"48209"	"2019"	"2019"	125	230191	54.3027	44.7830	63.8224	4.8570	0.0116%
	"Hays County, TX"	"48209"	"2020"	"2020"	102	241365	42.2596	34.0584	50.4609	4.1843	0.0095%
	"Hays County, TX"	"48209"	"2021 "	"2021"	115	255397	45.0279	36.7981	53.2577	4.1989	0.0107%
	"Henderson County, TX"	"48213"	"2018"	"2018"	119	82299	144.5947	118.6150	170.5745	13.2550	0.0111%
	"Henderson County, TX"	"48213"	"2019"	"2019"	152	82737	183.7147	154.5083	212.9211	14.9012	0.0141%
	"Henderson County, TX"	"48213"	"2020"	"2020"	138	83792	164.6935	137.2150	192.1720	14.0196	0.0128%
	"Henderson County, TX"	"48213"	"2021 "	"2021"	158	83667	188.8439	159.3976	218.2901	15.0236	0.0147%
	"Hidalgo County, TX"	"48215"	"2018"	"2018"	330	865939	38.1089	33.9972	42.2207	2.0978	0.0307%
	"Hidalgo County, TX"	"48215"	"2019"	"2019"	357	868707	41.0956	36.8325	45.3586	2.1750	0.0332%
	"Hidalgo County, TX"	"48215"	"2020"	"2020"	369	875200	42.1618	37.8599	46.4637	2.1949	0.0343%
	"Hidalgo County, TX"	"48215"	"2021 "	"2021"	331	880356	37.5984	33.5479	41.6490	2.0666	0.0308%
	"Hill County, TX"	"48217"	"2018"	"2018"	48	36354	132.0350	97.3520	175.0586	19.0576	0.0045%
	"Hill County, TX"	"48217"	"2019"	"2019"	53	36649	144.6151	108.3269	189.1595	19.8644	0.0049%
	"Hill County, TX"	"48217"	"2020"	"2020"	47	37006	127.0064	93.3192	168.8919	18.5258	0.0044%
	"Hill County, TX"	"48217"	"2021 "	"2021"	44	36471	120.6438	87.6598	161.9583	18.1877	0.0041%
	"Hockley County, TX"	"48219"	"2018"	"2018"	23	22980	100.0870	63.4462	150.1796	20.8696	0.0021%
	"Hockley County, TX"	"48219"	"2019"	"2019"	28	23021	121.6281	80.8206	175.7866	22.9855	0.0026%
	"Hockley County, TX"	"48219"	"2020"	"2020"	19	22921	Unreliable	49.9076	129.4480	19.0171	0.0018%
	"Hockley County, TX"	"48219"	"2021 "	"2021"	27	21363	126.3867	83.2901	183.8864	24.3231	0.0025%
	"Hood County, TX"	"48221"	"2018"	"2018"	88	60537	145.3656	116.5876	179.0948	15.4960	0.0082%
	"Hood County, TX"	"48221"	"2019"	"2019"	77	61643	124.9128	98.5787	156.1198	14.2351	0.0072%
	"Hood County, TX"	"48221"	"2020"	"2020"	99	63527	155.8392	126.6583	189.7281	15.6624	0.0092%
	"Hood County, TX"	"48221"	"2021 "	"2021"	88	64222	137.0247	109.8979	168.8185	14.6069	0.0082%
	"Hopkins County, TX"	"48223"	"2018"	"2018"	40	36810	108.6661	77.6322	147.9728	17.1816	0.0037%
	"Hopkins County, TX"	"48223"	"2019"	"2019"	46	37084	124.0427	90.8154	165.4556	18.2891	0.0043%
	"Hopkins County, TX"	"48223"	"2020"	"2020"	56	37170	150.6591	113.8064	195.6429	20.1327	0.0052%
	"Hopkins County, TX"	"48223"	"2021 "	"2021"	48	37211	128.9941	95.1099	171.0268	18.6187	0.0045%
	"Houston County, TX"	"48225"	"2018"	"2018"	24	23169	103.5867	66.3701	154.1287	21.1445	0.0022%
	"Houston County, TX"	"48225"	"2019"	"2019"	27	22968	117.5549	77.4698	171.0364	22.6234	0.0025%
	"Houston County, TX"	"48225"	"2020"	"2020"	30	22835	131.3773	88.6402	187.5489	23.9861	0.0028%
	"Houston County, TX"	"48225"	"2021 "	"2021"	30	22241	134.8860	91.0076	192.5579	24.6267	0.0028%
	"Howard County, TX"	"48227"	"2018"	"2018"	37	36459	101.4839	71.4538	139.8823	16.6838	0.0034%
	"Howard County, TX"	"48227"	"2019"	"2019"	34	36664	92.7340	64.2211	129.5865	15.9038	0.0032%
	"Howard County, TX"	"48227"	"2020"	"2020"	48	36540	131.3629	96.8565	174.1675	18.9606	0.0045%
	"Howard County, TX"	"48227"	"2021 "	"2021"	35	34128	102.5551	71.4337	142.6295	17.3350	0.0033%
	"Hunt County, TX"	"48231"	"2018"	"2018"	130	96493	134.7248	111.5652	157.8844	11.8161	0.0121%
	"Hunt County, TX"	"48231"	"2019"	"2019"	101	98594	102.4403	82.4617	122.4190	10.1932	0.0094%
	"Hunt County, TX"	"48231"	"2020"	"2020"	91	99807	91.1760	73.4094	111.9440	9.5578	0.0085%
	"Hunt County, TX"	"48231"	"2021 "	"2021"	121	103394	117.0281	96.1758	137.8803	10.6389	0.0113%
	"Hutchinson County, TX"	"48233"	"2018"	"2018"	25	21198	117.9357	76.3221	174.0966	23.5871	0.0023%
	"Hutchinson County, TX"	"48233"	"2019"	"2019"	36	20938	171.9362	120.4224	238.0319	28.6560	0.0033%
	"Hutchinson County, TX"	"48233"	"2020"	"2020"	32	20677	154.7613	105.8567	218.4766	27.3582	0.0030%
	"Hutchinson County, TX"	"48233"	"2021 "	"2021"	35	20495	170.7734	118.9505	237.5048	28.8660	0.0033%
