Notes,County,County Code,Single Race 6,Single Race 6 Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths,ID
,"Shelby County, MO",29205.0,White,2106-3,39.0,23092.0,168.8897,120.0974,230.8772,27.044,0.0036%,respiratory
,"Stoddard County, MO",29207.0,White,2106-3,266.0,111677.0,238.1869,209.5627,266.8111,14.6042,0.0247%,respiratory
,"Stone County, MO",29209.0,White,2106-3,183.0,123079.0,148.6850,127.1424,170.2276,10.9911,0.0170%,respiratory
,"Sullivan County, MO",29211.0,White,2106-3,27.0,22578.0,119.5854,78.808,173.9908,23.0142,0.0025%,respiratory
,"Taney County, MO",29213.0,White,2106-3,220.0,209652.0,104.9358,91.0692,118.8023,7.0748,0.0205%,respiratory
,"Texas County, MO",29215.0,White,2106-3,187.0,93945.0,199.0526,170.5225,227.5827,14.5562,0.0174%,respiratory
,"Vernon County, MO",29217.0,White,2106-3,114.0,77464.0,147.1651,120.1499,174.1804,13.7833,0.0106%,respiratory
,"Warren County, MO",29219.0,White,2106-3,128.0,135615.0,94.3848,78.0335,110.7362,8.3425,0.0119%,respiratory
,"Washington County, MO",29221.0,White,2106-3,134.0,92984.0,144.1108,119.7102,168.5114,12.4493,0.0125%,respiratory
,"Wayne County, MO",29223.0,White,2106-3,101.0,47665.0,211.8955,170.5701,253.2209,21.0844,0.0094%,respiratory
,"Webster County, MO",29225.0,White,2106-3,171.0,151504.0,112.8683,95.951,129.7856,8.6313,0.0159%,respiratory
,"Worth County, MO",29227.0,White,2106-3,16.0,7784.0,Unreliable,117.4902,333.8006,51.3875,0.0015%,respiratory
,"Wright County, MO",29229.0,White,2106-3,113.0,70980.0,159.1998,129.8463,188.5532,14.9763,0.0105%,respiratory
,"St. Louis city, MO",29510.0,Asian,A,17.0,42535.0,Unreliable,23.2824,63.9913,9.6934,0.0016%,respiratory
,"St. Louis city, MO",29510.0,Black or African American,2054-5,395.0,538819.0,73.3085,66.0789,80.538,3.6885,0.0367%,respiratory
,"St. Louis city, MO",29510.0,White,2106-3,459.0,577379.0,79.4972,72.2244,86.77,3.7106,0.0427%,respiratory
,"Beaverhead County, MT",30001.0,White,2106-3,32.0,35706.0,89.6208,61.3006,126.5177,15.8429,0.0030%,respiratory
,"Big Horn County, MT",30003.0,American Indian or Alaska Native,1002-5,26.0,34992.0,74.3027,48.5368,108.8705,14.572,0.0024%,respiratory
,"Big Horn County, MT",30003.0,White,2106-3,16.0,15291.0,Unreliable,59.8093,169.9237,26.1592,0.0015%,respiratory
,"Broadwater County, MT",30007.0,White,2106-3,16.0,24868.0,Unreliable,36.7759,104.4838,16.0849,0.0015%,respiratory
,"Carbon County, MT",30009.0,White,2106-3,45.0,41432.0,108.6117,79.2225,145.3311,16.1909,0.0042%,respiratory
,"Cascade County, MT",30013.0,American Indian or Alaska Native,1002-5,22.0,16026.0,137.2769,86.0301,207.8386,29.2675,0.0020%,respiratory
,"Cascade County, MT",30013.0,White,2106-3,399.0,290329.0,137.4303,123.9453,150.9153,6.8801,0.0371%,respiratory
,"Cascade County, MT",30013.0,More than one race,M,12.0,13247.0,Unreliable,46.807,158.2366,26.1501,0.0011%,respiratory
,"Chouteau County, MT",30015.0,White,2106-3,20.0,18045.0,110.8340,67.7007,171.1743,24.7832,0.0019%,respiratory
,"Custer County, MT",30017.0,White,2106-3,57.0,43361.0,131.4545,99.5623,170.3151,17.4116,0.0053%,respiratory
,"Daniels County, MT",30019.0,White,2106-3,11.0,6349.0,Unreliable,86.4892,310.0028,52.2385,0.0010%,respiratory
,"Dawson County, MT",30021.0,White,2106-3,43.0,32798.0,131.1056,94.8811,176.5979,19.9934,0.0040%,respiratory
,"Deer Lodge County, MT",30023.0,White,2106-3,76.0,34083.0,222.9851,175.6877,279.0993,25.5781,0.0071%,respiratory
,"Fallon County, MT",30025.0,White,2106-3,27.0,11179.0,241.5243,159.1669,351.4058,46.4814,0.0025%,respiratory
,"Fergus County, MT",30027.0,White,2106-3,64.0,42805.0,149.5152,115.1447,190.928,18.6894,0.0060%,respiratory
,"Flathead County, MT",30029.0,White,2106-3,396.0,399020.0,99.2431,89.4683,109.018,4.9872,0.0368%,respiratory
,"Gallatin County, MT",30031.0,White,2106-3,177.0,440956.0,40.1401,34.2265,46.0536,3.0171,0.0165%,respiratory
,"Glacier County, MT",30035.0,American Indian or Alaska Native,1002-5,30.0,35499.0,84.5094,57.0185,120.6423,15.4292,0.0028%,respiratory
,"Glacier County, MT",30035.0,White,2106-3,16.0,17229.0,Unreliable,53.0817,150.8099,23.2167,0.0015%,respiratory
,"Hill County, MT",30041.0,White,2106-3,40.0,46079.0,86.8074,62.0161,118.2074,13.7255,0.0037%,respiratory
,"Jefferson County, MT",30043.0,White,2106-3,47.0,46477.0,101.1253,74.3028,134.4754,14.7506,0.0044%,respiratory
,"Lake County, MT",30047.0,American Indian or Alaska Native,1002-5,26.0,30113.0,86.3414,56.4008,126.5101,16.933,0.0024%,respiratory
,"Lake County, MT",30047.0,White,2106-3,99.0,83326.0,118.8105,96.5632,144.647,11.9409,0.0092%,respiratory
,"Lewis and Clark County, MT",30049.0,White,2106-3,268.0,263165.0,101.8373,89.6447,114.0298,6.2207,0.0249%,respiratory
,"Lincoln County, MT",30053.0,White,2106-3,133.0,76488.0,173.8835,144.3314,203.4356,15.0776,0.0124%,respiratory
,"Madison County, MT",30057.0,White,2106-3,41.0,33902.0,120.9368,86.7867,164.0641,18.8872,0.0038%,respiratory
,"Mineral County, MT",30061.0,White,2106-3,17.0,17004.0,Unreliable,58.2403,160.0723,24.2479,0.0016%,respiratory
,"Missoula County, MT",30063.0,American Indian or Alaska Native,1002-5,10.0,13043.0,Unreliable,36.7661,140.9982,24.245,0.0009%,respiratory
,"Missoula County, MT",30063.0,White,2106-3,332.0,439190.0,75.5937,67.4622,83.7252,4.1487,0.0309%,respiratory
,"Musselshell County, MT",30065.0,White,2106-3,23.0,17523.0,131.2561,83.2045,196.9484,27.3688,0.0021%,respiratory
,"Park County, MT",30067.0,White,2106-3,52.0,64633.0,80.4543,60.0873,105.5053,11.157,0.0048%,respiratory
,"Phillips County, MT",30071.0,White,2106-3,24.0,13788.0,174.0644,111.5265,258.9939,35.5307,0.0022%,respiratory
,"Pondera County, MT",30073.0,White,2106-3,20.0,19386.0,103.1672,63.0176,159.3335,23.0689,0.0019%,respiratory
,"Powell County, MT",30077.0,White,2106-3,39.0,25122.0,155.2424,110.3929,212.221,24.8587,0.0036%,respiratory
,"Ravalli County, MT",30081.0,White,2106-3,176.0,170001.0,103.5288,88.2334,118.8242,7.8038,0.0164%,respiratory
,"Richland County, MT",30083.0,White,2106-3,25.0,41117.0,60.8021,39.3481,89.7561,12.1604,0.0023%,respiratory
,"Roosevelt County, MT",30085.0,American Indian or Alaska Native,1002-5,29.0,26666.0,108.7527,72.8339,156.1874,20.1949,0.0027%,respiratory
,"Roosevelt County, MT",30085.0,White,2106-3,20.0,15066.0,132.7492,81.0872,205.0206,29.6836,0.0019%,respiratory
,"Rosebud County, MT",30087.0,American Indian or Alaska Native,1002-5,11.0,13821.0,Unreliable,39.7308,142.4071,23.997,0.0010%,respiratory
,"Rosebud County, MT",30087.0,White,2106-3,22.0,19476.0,112.9595,70.7906,171.0219,24.0831,0.0020%,respiratory
,"Sanders County, MT",30089.0,White,2106-3,74.0,45282.0,163.4203,128.3209,205.1595,18.9972,0.0069%,respiratory
,"Sheridan County, MT",30091.0,White,2106-3,13.0,12580.0,Unreliable,55.0237,176.7122,28.661,0.0012%,respiratory
,"Silver Bow County, MT",30093.0,White,2106-3,175.0,131539.0,133.0404,113.3289,152.7519,10.0569,0.0163%,respiratory
,"Stillwater County, MT",30095.0,White,2106-3,39.0,36441.0,107.0223,76.1036,146.3027,17.1373,0.0036%,respiratory
,"Sweet Grass County, MT",30097.0,White,2106-3,13.0,14148.0,Unreliable,48.9255,157.1274,25.4845,0.0012%,respiratory
,"Teton County, MT",30099.0,White,2106-3,21.0,23429.0,89.6325,55.4843,137.0131,19.5594,0.0020%,respiratory
,"Toole County, MT",30101.0,White,2106-3,23.0,17261.0,133.2484,84.4675,199.9378,27.7842,0.0021%,respiratory
,"Valley County, MT",30105.0,White,2106-3,26.0,25746.0,100.9866,65.9675,147.9685,19.8051,0.0024%,respiratory
,"Wheatland County, MT",30107.0,White,2106-3,14.0,7935.0,Unreliable,96.458,296.0255,47.1538,0.0013%,respiratory
,"Yellowstone County, MT",30111.0,American Indian or Alaska Native,1002-5,18.0,32613.0,Unreliable,32.7105,87.2282,13.009,0.0017%,respiratory
,"Yellowstone County, MT",30111.0,White,2106-3,637.0,588407.0,108.2584,99.8513,116.6655,4.2894,0.0593%,respiratory
,"Adams County, NE",31001.0,White,2106-3,164.0,118389.0,138.5264,117.3249,159.7279,10.8171,0.0153%,respiratory
,"Antelope County, NE",31003.0,White,2106-3,31.0,24611.0,125.9599,85.5835,178.7901,22.6231,0.0029%,respiratory
,"Boone County, NE",31011.0,White,2106-3,27.0,20492.0,131.7587,86.8303,191.7024,25.357,0.0025%,respiratory
,"Box Butte County, NE",31013.0,White,2106-3,58.0,38993.0,148.7446,112.9478,192.2867,19.5311,0.0054%,respiratory
,"Boyd County, NE",31015.0,White,2106-3,15.0,7255.0,Unreliable,115.7181,341.0096,53.3836,0.0014%,respiratory
,"Brown County, NE",31017.0,White,2106-3,13.0,11431.0,Unreliable,60.5545,194.4746,31.5419,0.0012%,respiratory
,"Buffalo County, NE",31019.0,White,2106-3,179.0,189314.0,94.5519,80.7003,108.4035,7.0671,0.0167%,respiratory
,"Burt County, NE",31021.0,White,2106-3,44.0,24733.0,177.9000,129.2621,238.8218,26.8194,0.0041%,respiratory
,"Butler County, NE",31023.0,White,2106-3,35.0,31576.0,110.8437,77.2071,154.157,18.736,0.0033%,respiratory
,"Cass County, NE",31025.0,White,2106-3,109.0,101665.0,107.2149,87.087,127.3427,10.2693,0.0101%,respiratory
,"Cedar County, NE",31027.0,White,2106-3,32.0,32835.0,97.4570,66.6606,137.58,17.2281,0.0030%,respiratory
,"Chase County, NE",31029.0,White,2106-3,20.0,15197.0,131.6049,80.3882,203.2533,29.4278,0.0019%,respiratory
,"Cherry County, NE",31031.0,White,2106-3,28.0,20109.0,139.2411,92.5243,201.2424,26.3141,0.0026%,respiratory
,"Cheyenne County, NE",31033.0,White,2106-3,47.0,35079.0,133.9833,98.4456,178.1696,19.5435,0.0044%,respiratory
,"Clay County, NE",31035.0,White,2106-3,31.0,23830.0,130.0881,88.3884,184.6497,23.3645,0.0029%,respiratory
,"Colfax County, NE",31037.0,White,2106-3,29.0,37389.0,77.5629,51.9454,111.3935,14.4031,0.0027%,respiratory
,"Cuming County, NE",31039.0,White,2106-3,40.0,34426.0,116.1913,83.0082,158.22,18.3714,0.0037%,respiratory
,"Custer County, NE",31041.0,White,2106-3,39.0,41489.0,94.0008,66.844,128.5019,15.0522,0.0036%,respiratory
,"Dakota County, NE",31043.0,White,2106-3,62.0,66627.0,93.0554,71.3446,119.2923,11.818,0.0058%,respiratory
,"Dawes County, NE",31045.0,White,2106-3,37.0,30062.0,123.0790,86.6587,169.6484,20.2341,0.0034%,respiratory
,"Dawson County, NE",31047.0,White,2106-3,94.0,83171.0,113.0202,91.3316,138.3084,11.6571,0.0087%,respiratory
,"Dixon County, NE",31051.0,White,2106-3,20.0,21591.0,92.6312,56.5819,143.0615,20.713,0.0019%,respiratory
,"Dodge County, NE",31053.0,White,2106-3,214.0,138114.0,154.9445,134.1846,175.7044,10.5918,0.0199%,respiratory
,"Douglas County, NE",31055.0,Asian,A,10.0,99504.0,Unreliable,4.8193,18.4821,3.178,0.0009%,respiratory
,"Douglas County, NE",31055.0,Black or African American,2054-5,193.0,263324.0,73.2937,62.9532,83.6343,5.2758,0.0180%,respiratory
,"Douglas County, NE",31055.0,White,2106-3,1499.0,1836962.0,81.6021,77.4711,85.7331,2.1077,0.1394%,respiratory
,"Douglas County, NE",31055.0,More than one race,M,11.0,66395.0,Unreliable,8.2705,29.6439,4.9953,0.0010%,respiratory
,"Dundy County, NE",31057.0,White,2106-3,12.0,6444.0,Unreliable,96.2216,325.2886,53.757,0.0011%,respiratory
,"Fillmore County, NE",31059.0,White,2106-3,24.0,21304.0,112.6549,72.1802,167.6215,22.9956,0.0022%,respiratory
,"Franklin County, NE",31061.0,White,2106-3,18.0,11504.0,Unreliable,92.7319,247.2856,36.8797,0.0017%,respiratory
,"Frontier County, NE",31063.0,White,2106-3,15.0,10110.0,Unreliable,83.0401,244.7107,38.3084,0.0014%,respiratory
,"Furnas County, NE",31065.0,White,2106-3,33.0,18059.0,182.7344,125.7852,256.6267,31.81,0.0031%,respiratory
,"Gage County, NE",31067.0,White,2106-3,129.0,82777.0,155.8404,128.9473,182.7335,13.721,0.0120%,respiratory
,"Garden County, NE",31069.0,White,2106-3,25.0,7152.0,349.5526,226.2129,516.0095,69.9105,0.0023%,respiratory
,"Gosper County, NE",31073.0,White,2106-3,11.0,7536.0,Unreliable,72.8662,261.1741,44.0104,0.0010%,respiratory
,"Greeley County, NE",31077.0,White,2106-3,11.0,9037.0,Unreliable,60.7635,217.7944,36.7005,0.0010%,respiratory
,"Hall County, NE",31079.0,White,2106-3,242.0,222581.0,108.7245,95.0259,122.423,6.9891,0.0225%,respiratory
,"Hamilton County, NE",31081.0,White,2106-3,45.0,36324.0,123.8850,90.363,165.7681,18.4677,0.0042%,respiratory
,"Harlan County, NE",31083.0,White,2106-3,26.0,12892.0,201.6755,131.7405,295.5009,39.5518,0.0024%,respiratory
,"Hitchcock County, NE",31087.0,White,2106-3,17.0,10669.0,Unreliable,92.822,255.1195,38.6457,0.0016%,respiratory
,"Holt County, NE",31089.0,White,2106-3,52.0,39102.0,132.9855,99.3202,174.3932,18.4418,0.0048%,respiratory
,"Howard County, NE",31093.0,White,2106-3,37.0,25201.0,146.8196,103.3742,202.3717,24.137,0.0034%,respiratory
,"Jefferson County, NE",31095.0,White,2106-3,48.0,27545.0,174.2603,128.4856,231.043,25.1523,0.0045%,respiratory
,"Johnson County, NE",31097.0,White,2106-3,31.0,18349.0,168.9465,114.7907,239.8061,30.3437,0.0029%,respiratory
,"Kearney County, NE",31099.0,White,2106-3,34.0,25663.0,132.4865,91.7508,185.1366,22.7212,0.0032%,respiratory
,"Keith County, NE",31101.0,White,2106-3,54.0,30951.0,174.4693,131.0666,227.6441,23.7423,0.0050%,respiratory
,"Kimball County, NE",31105.0,White,2106-3,26.0,13217.0,196.7164,128.501,288.2347,38.5793,0.0024%,respiratory
,"Knox County, NE",31107.0,White,2106-3,40.0,28927.0,138.2791,98.788,188.2974,21.8638,0.0037%,respiratory
,"Lancaster County, NE",31109.0,Asian,A,12.0,60847.0,Unreliable,10.1903,34.4497,5.6931,0.0011%,respiratory
,"Lancaster County, NE",31109.0,Black or African American,2054-5,20.0,55605.0,35.9680,21.9703,55.5497,8.0427,0.0019%,respiratory
,"Lancaster County, NE",31109.0,White,2106-3,965.0,1111748.0,86.8002,81.3236,92.2769,2.7942,0.0898%,respiratory
,"Lincoln County, NE",31111.0,White,2106-3,231.0,131604.0,175.5266,152.8909,198.1622,11.5488,0.0215%,respiratory
,"Madison County, NE",31119.0,White,2106-3,140.0,130139.0,107.5773,89.7571,125.3975,9.0919,0.0130%,respiratory
,"Merrick County, NE",31121.0,White,2106-3,48.0,29806.0,161.0414,118.739,213.5167,23.2443,0.0045%,respiratory
,"Morrill County, NE",31123.0,White,2106-3,29.0,17646.0,164.3432,110.0639,236.0248,30.5178,0.0027%,respiratory
,"Nance County, NE",31125.0,White,2106-3,24.0,13593.0,176.5615,113.1265,262.7093,36.0405,0.0022%,respiratory
,"Nemaha County, NE",31127.0,White,2106-3,37.0,26837.0,137.8694,97.0724,190.035,22.6656,0.0034%,respiratory
,"Nuckolls County, NE",31129.0,White,2106-3,20.0,15964.0,125.2819,76.5259,193.4878,28.0139,0.0019%,respiratory
,"Otoe County, NE",31131.0,White,2106-3,71.0,61123.0,116.1592,90.7215,146.5186,13.7856,0.0066%,respiratory
,"Pawnee County, NE",31133.0,White,2106-3,15.0,10055.0,Unreliable,83.4943,246.0492,38.518,0.0014%,respiratory
,"Perkins County, NE",31135.0,White,2106-3,20.0,11250.0,177.7778,108.592,274.5636,39.7523,0.0019%,respiratory
,"Phelps County, NE",31137.0,White,2106-3,37.0,34869.0,106.1114,74.712,146.2608,17.4446,0.0034%,respiratory
,"Pierce County, NE",31139.0,White,2106-3,27.0,28071.0,96.1847,63.3867,139.9439,18.5107,0.0025%,respiratory
,"Platte County, NE",31141.0,White,2106-3,108.0,126968.0,85.0608,69.0182,101.1034,8.185,0.0100%,respiratory
,"Polk County, NE",31143.0,White,2106-3,23.0,20268.0,113.4794,71.9357,170.2747,23.6621,0.0021%,respiratory
,"Red Willow County, NE",31145.0,White,2106-3,64.0,40993.0,156.1242,120.2344,199.3675,19.5155,0.0060%,respiratory
,"Richardson County, NE",31147.0,White,2106-3,59.0,29121.0,202.6029,154.2315,261.3436,26.3767,0.0055%,respiratory
,"Saline County, NE",31151.0,White,2106-3,52.0,51739.0,100.5045,75.0618,131.7985,13.9375,0.0048%,respiratory
,"Sarpy County, NE",31153.0,White,2106-3,416.0,668845.0,62.1968,56.2199,68.1737,3.0494,0.0387%,respiratory
,"Saunders County, NE",31155.0,White,2106-3,106.0,84850.0,124.9263,101.1439,148.7088,12.1339,0.0099%,respiratory
,"Scotts Bluff County, NE",31157.0,White,2106-3,181.0,131997.0,137.1243,117.1473,157.1014,10.1924,0.0168%,respiratory
,"Seward County, NE",31159.0,White,2106-3,65.0,67138.0,96.8155,74.7203,123.3991,12.0085,0.0060%,respiratory
,"Sheridan County, NE",31161.0,White,2106-3,42.0,17346.0,242.1308,174.5061,327.2906,37.3616,0.0039%,respiratory
,"Sherman County, NE",31163.0,White,2106-3,20.0,11734.0,170.4449,104.1128,263.2385,38.1126,0.0019%,respiratory
,"Stanton County, NE",31167.0,White,2106-3,10.0,22753.0,Unreliable,21.0759,80.8263,13.8983,0.0009%,respiratory
,"Thayer County, NE",31169.0,White,2106-3,27.0,19309.0,139.8312,92.1501,203.4474,26.9105,0.0025%,respiratory
,"Thurston County, NE",31173.0,American Indian or Alaska Native,1002-5,12.0,16761.0,Unreliable,36.9937,125.0618,20.6676,0.0011%,respiratory
,"Thurston County, NE",31173.0,White,2106-3,18.0,10462.0,Unreliable,101.9679,271.9149,40.5529,0.0017%,respiratory
,"Valley County, NE",31175.0,White,2106-3,31.0,16149.0,191.9624,130.4288,272.4752,34.4775,0.0029%,respiratory
,"Washington County, NE",31177.0,White,2106-3,79.0,80586.0,98.0319,77.6128,122.1772,11.0295,0.0073%,respiratory
,"Wayne County, NE",31179.0,White,2106-3,29.0,36227.0,80.0508,53.6116,114.9665,14.8651,0.0027%,respiratory
,"Webster County, NE",31181.0,White,2106-3,26.0,13304.0,195.4299,127.6607,286.3498,38.327,0.0024%,respiratory
,"York County, NE",31185.0,White,2106-3,56.0,52463.0,106.7419,80.6318,138.6129,14.264,0.0052%,respiratory
,"Churchill County, NV",32001.0,White,2106-3,162.0,84136.0,192.5454,162.8949,222.1959,15.1278,0.0151%,respiratory
,"Clark County, NV",32003.0,American Indian or Alaska Native,1002-5,24.0,112986.0,21.2416,13.6099,31.6058,4.3359,0.0022%,respiratory
,"Clark County, NV",32003.0,Asian,A,305.0,961924.0,31.7073,28.1488,35.2658,1.8156,0.0284%,respiratory
,"Clark County, NV",32003.0,Black or African American,2054-5,621.0,1202139.0,51.6579,47.5949,55.7209,2.073,0.0578%,respiratory
,"Clark County, NV",32003.0,Native Hawaiian or Other Pacific Islander,NHOPI,47.0,82825.0,56.7462,41.6948,75.4605,8.2773,0.0044%,respiratory
,"Clark County, NV",32003.0,White,2106-3,5245.0,6285583.0,83.4449,81.1866,85.7032,1.1522,0.4879%,respiratory
,"Clark County, NV",32003.0,More than one race,M,38.0,461344.0,8.2368,5.8289,11.3057,1.3362,0.0035%,respiratory
,"Douglas County, NV",32005.0,White,2106-3,191.0,179601.0,106.3468,91.2647,121.429,7.695,0.0178%,respiratory
,"Elko County, NV",32007.0,White,2106-3,137.0,186462.0,73.4734,61.17,85.7768,6.2773,0.0127%,respiratory
,"Humboldt County, NV",32013.0,White,2106-3,64.0,61152.0,104.6572,80.5986,133.6452,13.0822,0.0060%,respiratory
,"Lander County, NV",32015.0,White,2106-3,28.0,19960.0,140.2806,93.215,202.7447,26.5105,0.0026%,respiratory
,"Lincoln County, NV",32017.0,White,2106-3,30.0,18288.0,164.0420,110.6791,234.1798,29.9498,0.0028%,respiratory
,"Lyon County, NV",32019.0,White,2106-3,301.0,207418.0,145.1176,128.7233,161.5119,8.3644,0.0280%,respiratory
,"Mineral County, NV",32021.0,White,2106-3,33.0,12431.0,265.4654,182.7331,372.8116,46.2116,0.0031%,respiratory
,"Nye County, NV",32023.0,White,2106-3,390.0,170631.0,228.5634,205.8788,251.248,11.5738,0.0363%,respiratory
,"Pershing County, NV",32027.0,White,2106-3,37.0,22869.0,161.7911,113.9155,223.008,26.5983,0.0034%,respiratory
,"Storey County, NV",32029.0,White,2106-3,20.0,14984.0,133.4757,81.531,206.1426,29.8461,0.0019%,respiratory
,"Washoe County, NV",32031.0,American Indian or Alaska Native,1002-5,25.0,42840.0,58.3567,37.7655,86.1461,11.6713,0.0023%,respiratory
,"Washoe County, NV",32031.0,Asian,A,30.0,112160.0,26.7475,18.0465,38.1837,4.8834,0.0028%,respiratory
,"Washoe County, NV",32031.0,Black or African American,2054-5,24.0,53589.0,44.7853,28.6948,66.637,9.1418,0.0022%,respiratory
,"Washoe County, NV",32031.0,White,2106-3,1443.0,1609508.0,89.6547,85.0288,94.2806,2.3602,0.1342%,respiratory
,"White Pine County, NV",32033.0,White,2106-3,30.0,32289.0,92.9109,62.687,132.6359,16.9631,0.0028%,respiratory
,"Carson City, NV",32510.0,White,2106-3,350.0,200186.0,174.8374,156.5203,193.1545,9.3455,0.0326%,respiratory
,"Belknap County, NH",33001.0,White,2106-3,300.0,239173.0,125.4322,111.2382,139.6262,7.2418,0.0279%,respiratory
,"Carroll County, NH",33003.0,White,2106-3,213.0,192226.0,110.8071,95.926,125.6881,7.5924,0.0198%,respiratory
,"Cheshire County, NH",33005.0,White,2106-3,302.0,292234.0,103.3418,91.6864,114.9973,5.9467,0.0281%,respiratory
,"Coos County, NH",33007.0,White,2106-3,198.0,120977.0,163.6675,140.87,186.4649,11.6313,0.0184%,respiratory
,"Grafton County, NH",33009.0,White,2106-3,322.0,335140.0,96.0793,85.5848,106.5737,5.3543,0.0300%,respiratory
,"Hillsborough County, NH",33011.0,Black or African American,2054-5,10.0,54492.0,Unreliable,8.8002,33.7488,5.8032,0.0009%,respiratory
,"Hillsborough County, NH",33011.0,White,2106-3,1287.0,1502599.0,85.6516,80.9721,90.3311,2.3875,0.1197%,respiratory
,"Merrimack County, NH",33013.0,White,2106-3,537.0,573435.0,93.6462,85.7256,101.5668,4.0411,0.0500%,respiratory
,"Rockingham County, NH",33015.0,White,2106-3,965.0,1181859.0,81.6510,76.4993,86.8028,2.6284,0.0898%,respiratory
,"Strafford County, NH",33017.0,White,2106-3,462.0,484697.0,95.3173,86.6255,104.009,4.4346,0.0430%,respiratory
,"Sullivan County, NH",33019.0,White,2106-3,172.0,166048.0,103.5845,88.1039,119.0651,7.8982,0.0160%,respiratory
,"Atlantic County, NJ",34001.0,Asian,A,25.0,86490.0,28.9051,18.7059,42.6697,5.781,0.0023%,respiratory
,"Atlantic County, NJ",34001.0,Black or African American,2054-5,140.0,183189.0,76.4238,63.7642,89.0834,6.459,0.0130%,respiratory
,"Atlantic County, NJ",34001.0,White,2106-3,788.0,759219.0,103.7909,96.544,111.0378,3.6974,0.0733%,respiratory
,"Bergen County, NJ",34003.0,Asian,A,142.0,642640.0,22.0964,18.462,25.7308,1.8543,0.0132%,respiratory
,"Bergen County, NJ",34003.0,Black or African American,2054-5,111.0,278911.0,39.7976,32.3939,47.2014,3.7774,0.0103%,respiratory
,"Bergen County, NJ",34003.0,White,2106-3,2202.0,2723266.0,80.8588,77.4815,84.2361,1.7231,0.2048%,respiratory
,"Burlington County, NJ",34005.0,Asian,A,29.0,99723.0,29.0806,19.4758,41.7646,5.4001,0.0027%,respiratory
,"Burlington County, NJ",34005.0,Black or African American,2054-5,178.0,332453.0,53.5414,45.6757,61.4071,4.0131,0.0166%,respiratory
,"Burlington County, NJ",34005.0,White,2106-3,1166.0,1306638.0,89.2367,84.1145,94.3588,2.6133,0.1085%,respiratory
,"Camden County, NJ",34007.0,Asian,A,34.0,124007.0,27.4178,18.9877,38.3136,4.7021,0.0032%,respiratory
,"Camden County, NJ",34007.0,Black or African American,2054-5,257.0,445134.0,57.7354,50.6766,64.7942,3.6014,0.0239%,respiratory
,"Camden County, NJ",34007.0,White,2106-3,1466.0,1404473.0,104.3808,99.0375,109.7241,2.7262,0.1364%,respiratory
,"Cape May County, NJ",34009.0,Black or African American,2054-5,20.0,17998.0,111.1235,67.8775,171.6213,24.848,0.0019%,respiratory
,"Cape May County, NJ",34009.0,White,2106-3,454.0,340892.0,133.1800,120.9291,145.4309,6.2504,0.0422%,respiratory
,"Cumberland County, NJ",34011.0,Black or African American,2054-5,86.0,133075.0,64.6252,51.6918,79.8115,6.9687,0.0080%,respiratory
,"Cumberland County, NJ",34011.0,White,2106-3,529.0,429664.0,123.1195,112.6275,133.6114,5.353,0.0492%,respiratory
,"Essex County, NJ",34013.0,Asian,A,51.0,195715.0,26.0583,19.4022,34.262,3.6489,0.0047%,respiratory
,"Essex County, NJ",34013.0,Black or African American,2054-5,1117.0,1361302.0,82.0538,77.2418,86.8658,2.4551,0.1039%,respiratory
,"Essex County, NJ",34013.0,White,2106-3,1244.0,1586538.0,78.4097,74.0524,82.767,2.2231,0.1157%,respiratory
,"Essex County, NJ",34013.0,More than one race,M,10.0,79660.0,Unreliable,6.0198,23.0861,3.9697,0.0009%,respiratory
,"Gloucester County, NJ",34015.0,Black or African American,2054-5,92.0,134996.0,68.1502,54.9386,83.58,7.1051,0.0086%,respiratory
,"Gloucester County, NJ",34015.0,White,2106-3,1066.0,976633.0,109.1505,102.5981,115.703,3.3431,0.0992%,respiratory
,"Hudson County, NJ",34017.0,Asian,A,89.0,453239.0,19.6364,15.7696,24.1644,2.0815,0.0083%,respiratory
,"Hudson County, NJ",34017.0,Black or African American,2054-5,197.0,407077.0,48.3938,41.6359,55.1517,3.4479,0.0183%,respiratory
,"Hudson County, NJ",34017.0,White,2106-3,1158.0,1749789.0,66.1794,62.3677,69.9912,1.9448,0.1077%,respiratory
,"Hunterdon County, NJ",34019.0,White,2106-3,292.0,456314.0,63.9910,56.6512,71.3308,3.7448,0.0272%,respiratory
,"Mercer County, NJ",34021.0,Asian,A,35.0,180812.0,19.3571,13.483,26.9211,3.272,0.0033%,respiratory
,"Mercer County, NJ",34021.0,Black or African American,2054-5,215.0,321327.0,66.9100,57.9661,75.854,4.5632,0.0200%,respiratory
,"Mercer County, NJ",34021.0,White,2106-3,721.0,937606.0,76.8980,71.2849,82.5111,2.8638,0.0671%,respiratory
,"Middlesex County, NJ",34023.0,Asian,A,217.0,843763.0,25.7181,22.2962,29.14,1.7459,0.0202%,respiratory
,"Middlesex County, NJ",34023.0,Black or African American,2054-5,178.0,404641.0,43.9896,37.5272,50.452,3.2972,0.0166%,respiratory
,"Middlesex County, NJ",34023.0,White,2106-3,1979.0,1986703.0,99.6123,95.2235,104.0011,2.2392,0.1841%,respiratory
,"Monmouth County, NJ",34025.0,Asian,A,52.0,141574.0,36.7299,27.4317,48.1665,5.0935,0.0048%,respiratory
