"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Lane County, OR"	"41039"	"Mar., 2018"	"2018/03"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Apr., 2018"	"2018/04"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"May, 2018"	"2018/05"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Jun., 2018"	"2018/06"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Jul., 2018"	"2018/07"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Aug., 2018"	"2018/08"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Sep., 2018"	"2018/09"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Oct., 2018"	"2018/10"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Nov., 2018"	"2018/11"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"Dec., 2018"	"2018/12"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"Mar., 2018"	"2018/03"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"Jul., 2018"	"2018/07"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Jan., 2018"	"2018/01"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Feb., 2018"	"2018/02"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Mar., 2018"	"2018/03"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Apr., 2018"	"2018/04"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"May, 2018"	"2018/05"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Jun., 2018"	"2018/06"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Jul., 2018"	"2018/07"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Aug., 2018"	"2018/08"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Sep., 2018"	"2018/09"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Nov., 2018"	"2018/11"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"Dec., 2018"	"2018/12"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Jan., 2018"	"2018/01"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Feb., 2018"	"2018/02"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Mar., 2018"	"2018/03"	50	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Apr., 2018"	"2018/04"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"May, 2018"	"2018/05"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Jun., 2018"	"2018/06"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Jul., 2018"	"2018/07"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Aug., 2018"	"2018/08"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Sep., 2018"	"2018/09"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Oct., 2018"	"2018/10"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Nov., 2018"	"2018/11"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"Dec., 2018"	"2018/12"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Umatilla County, OR"	"41059"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Jan., 2018"	"2018/01"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Feb., 2018"	"2018/02"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Mar., 2018"	"2018/03"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Apr., 2018"	"2018/04"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"May, 2018"	"2018/05"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Jul., 2018"	"2018/07"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Aug., 2018"	"2018/08"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Sep., 2018"	"2018/09"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Oct., 2018"	"2018/10"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"Dec., 2018"	"2018/12"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yamhill County, OR"	"41071"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Adams County, PA"	"42001"	"Jan., 2018"	"2018/01"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Adams County, PA"	"42001"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Adams County, PA"	"42001"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Adams County, PA"	"42001"	"Apr., 2018"	"2018/04"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Adams County, PA"	"42001"	"Dec., 2018"	"2018/12"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Jan., 2018"	"2018/01"	169	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Feb., 2018"	"2018/02"	127	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Mar., 2018"	"2018/03"	138	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Apr., 2018"	"2018/04"	115	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"May, 2018"	"2018/05"	108	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Jun., 2018"	"2018/06"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Jul., 2018"	"2018/07"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Aug., 2018"	"2018/08"	96	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Sep., 2018"	"2018/09"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Oct., 2018"	"2018/10"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Nov., 2018"	"2018/11"	96	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"Dec., 2018"	"2018/12"	113	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Armstrong County, PA"	"42005"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Armstrong County, PA"	"42005"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Armstrong County, PA"	"42005"	"Apr., 2018"	"2018/04"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Armstrong County, PA"	"42005"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Jan., 2018"	"2018/01"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Feb., 2018"	"2018/02"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Mar., 2018"	"2018/03"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Apr., 2018"	"2018/04"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"May, 2018"	"2018/05"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Jun., 2018"	"2018/06"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Jul., 2018"	"2018/07"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Aug., 2018"	"2018/08"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Oct., 2018"	"2018/10"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	"Dec., 2018"	"2018/12"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Jan., 2018"	"2018/01"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Feb., 2018"	"2018/02"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Mar., 2018"	"2018/03"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Apr., 2018"	"2018/04"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"May, 2018"	"2018/05"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Jun., 2018"	"2018/06"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Jul., 2018"	"2018/07"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Aug., 2018"	"2018/08"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Sep., 2018"	"2018/09"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Oct., 2018"	"2018/10"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Nov., 2018"	"2018/11"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"Dec., 2018"	"2018/12"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Jan., 2018"	"2018/01"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Feb., 2018"	"2018/02"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Apr., 2018"	"2018/04"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"May, 2018"	"2018/05"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Aug., 2018"	"2018/08"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Oct., 2018"	"2018/10"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Nov., 2018"	"2018/11"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bradford County, PA"	"42015"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bradford County, PA"	"42015"	"Feb., 2018"	"2018/02"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bradford County, PA"	"42015"	"Mar., 2018"	"2018/03"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Jan., 2018"	"2018/01"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Feb., 2018"	"2018/02"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Mar., 2018"	"2018/03"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Apr., 2018"	"2018/04"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"May, 2018"	"2018/05"	50	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Jun., 2018"	"2018/06"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Jul., 2018"	"2018/07"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Aug., 2018"	"2018/08"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Sep., 2018"	"2018/09"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Oct., 2018"	"2018/10"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Nov., 2018"	"2018/11"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"Dec., 2018"	"2018/12"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Jan., 2018"	"2018/01"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Feb., 2018"	"2018/02"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Mar., 2018"	"2018/03"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Apr., 2018"	"2018/04"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"May, 2018"	"2018/05"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Jul., 2018"	"2018/07"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Aug., 2018"	"2018/08"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Sep., 2018"	"2018/09"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Oct., 2018"	"2018/10"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Nov., 2018"	"2018/11"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"Dec., 2018"	"2018/12"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Jan., 2018"	"2018/01"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Feb., 2018"	"2018/02"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Mar., 2018"	"2018/03"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Apr., 2018"	"2018/04"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"May, 2018"	"2018/05"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Jun., 2018"	"2018/06"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Sep., 2018"	"2018/09"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Oct., 2018"	"2018/10"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Nov., 2018"	"2018/11"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"Dec., 2018"	"2018/12"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Carbon County, PA"	"42025"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Centre County, PA"	"42027"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Centre County, PA"	"42027"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Centre County, PA"	"42027"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Jan., 2018"	"2018/01"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Feb., 2018"	"2018/02"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Mar., 2018"	"2018/03"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Apr., 2018"	"2018/04"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"May, 2018"	"2018/05"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Jun., 2018"	"2018/06"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Jul., 2018"	"2018/07"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Aug., 2018"	"2018/08"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Sep., 2018"	"2018/09"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Oct., 2018"	"2018/10"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Nov., 2018"	"2018/11"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"Dec., 2018"	"2018/12"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clearfield County, PA"	"42033"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clearfield County, PA"	"42033"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clearfield County, PA"	"42033"	"Dec., 2018"	"2018/12"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crawford County, PA"	"42039"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crawford County, PA"	"42039"	"Feb., 2018"	"2018/02"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crawford County, PA"	"42039"	"Mar., 2018"	"2018/03"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crawford County, PA"	"42039"	"Apr., 2018"	"2018/04"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crawford County, PA"	"42039"	"Jul., 2018"	"2018/07"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crawford County, PA"	"42039"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crawford County, PA"	"42039"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Jan., 2018"	"2018/01"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Feb., 2018"	"2018/02"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Mar., 2018"	"2018/03"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Apr., 2018"	"2018/04"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"May, 2018"	"2018/05"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Jun., 2018"	"2018/06"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Jul., 2018"	"2018/07"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Aug., 2018"	"2018/08"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Sep., 2018"	"2018/09"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Oct., 2018"	"2018/10"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Jan., 2018"	"2018/01"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Feb., 2018"	"2018/02"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Mar., 2018"	"2018/03"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Apr., 2018"	"2018/04"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"May, 2018"	"2018/05"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Jul., 2018"	"2018/07"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Aug., 2018"	"2018/08"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Sep., 2018"	"2018/09"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Oct., 2018"	"2018/10"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Jan., 2018"	"2018/01"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Feb., 2018"	"2018/02"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Mar., 2018"	"2018/03"	58	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Apr., 2018"	"2018/04"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"May, 2018"	"2018/05"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Jun., 2018"	"2018/06"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Jul., 2018"	"2018/07"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Aug., 2018"	"2018/08"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Sep., 2018"	"2018/09"	50	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Oct., 2018"	"2018/10"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Nov., 2018"	"2018/11"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"Dec., 2018"	"2018/12"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Jan., 2018"	"2018/01"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Feb., 2018"	"2018/02"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Mar., 2018"	"2018/03"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Apr., 2018"	"2018/04"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"May, 2018"	"2018/05"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Jun., 2018"	"2018/06"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Jul., 2018"	"2018/07"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Aug., 2018"	"2018/08"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Sep., 2018"	"2018/09"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Oct., 2018"	"2018/10"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Nov., 2018"	"2018/11"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	"Dec., 2018"	"2018/12"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
